0-0    0    [8.159359932000001, 8.31777891, 8.224153454000001, 8.317130781000001, 7.9776544099999995, 7.914608739, 8.113574307, 8.242636050000002, 8.062043391000001, 8.145440506, 8.196712060000001, 8.123637519, 8.618957535, 8.14269057, 8.33878477, 8.078420742999999, 8.106895048, 8.316259831, 8.405440676, 8.095369469, 8.434886589, 8.049017195, 8.375038961, 8.199323179, 8.059635823, 8.273881919, 8.491791437, 8.470768932999999, 8.113654889, 8.497544234, 8.426151917, 8.39163817, 8.350502143, 8.02760359, 8.347389403000001, 8.198433244, 8.373021191000001, 8.201671362, 7.990045279, 8.221344528, ]
0-1    0    [8.17292484, 8.410444643, 8.323055474, 8.252183464, 8.212344851, 8.308028191, 8.320497029, 8.454091103, 8.192514028, 8.186218475, 8.13920719, 8.023356831, 8.212447932, 8.265181994, 8.276786673, 8.204215484, 8.365412120999999, 8.207021655, 8.401323618, 8.321632488, 8.239898029999999, 8.291504134, 8.061336508, 8.180256303, 8.083750698000001, 8.132587135, 8.366917123, 8.377886762000001, 8.094927907, 8.327235794, 8.378745086, 8.070834781, 8.222849824999999, 8.162266459, 8.351692307, 8.013984069, 8.216532999, 8.343859658, 9.074451772, 8.276919174, ]
0-2    0    [8.604129057, 8.516811493999999, 8.347090556, 8.331339203, 8.28757684, 8.193783667000002, 8.863933667, 8.187248848, 8.436736428, 8.162903215, 8.155855925, 8.138963682, 8.124120167, 8.003702953, 8.050499145, 8.269252861, 8.757305059999998, 8.706665831999999, 8.290136697, 8.296585123000002, 8.377296201, 8.072676412000002, 8.242761258, 8.320827413, 8.225130125, 8.406705328, 8.582406748, 8.145725259, 8.228357228, 8.909015848000001, 8.185897493999999, 8.490586365999999, 8.271189875, 8.40223849, 7.9581892309999995, 8.205915032, 8.000072823, 8.037948998, 8.13375488, 8.156339652, ]
0-3    0    [8.197185676, 8.225069696, 8.346017650999999, 8.346203431000001, 8.440731037, 8.489566847999999, 8.290140391000001, 8.302062237000001, 8.263593758999999, 8.165569463999999, 8.298923752, 7.958355173999999, 8.195707979, 8.426529675000001, 8.303930321000001, 8.475170992999999, 8.413204053, 8.465214091, 8.196108933, 8.419040951, 8.193816256000002, 8.223211880000001, 8.266851695, 8.281946363, 8.145446936, 8.384062626, 8.278132723, 8.476337507999999, 8.527397957, 8.240046035, 8.151833135, 8.327503276, 8.442795219, 8.220178755, 8.365739107, 8.114285543000001, 8.442373052, 8.311600506, 8.245415986, 8.536062157000002, ]
0-4    0    [5.287603057, 5.13606987, 5.12106511, 5.074227601, 5.170030752000001, 5.119873072, 5.0736034100000005, 5.251805664, 5.079280628999999, 5.23098858, 5.25065177, 5.266876658, 5.1266838020000005, 5.0656571139999995, 5.117332807, 5.182673462, 5.099649115, 5.0346891750000005, 5.0967879499999995, 5.090055923, 5.14240014, 5.018967851, 5.133012696, 5.225494225, 5.175883381, 5.1068849190000005, 5.049405398, 5.084434276, 5.161725163, 5.0404795469999994, 5.045862114999999, 5.029317339, 5.095185938, 5.125361272, 5.017064187000001, 5.330491457, 5.32232622, 5.047867254000001, 5.075146281, 5.073802922, ]
0-5    0    [5.055855434000001, 5.149598631, 5.091640501, 5.135901431, 5.091294717, 5.120501056, 5.1743112259999995, 5.106337132, 4.9679636480000005, 5.124544599999999, 5.0832507609999995, 5.31858451, 5.431449098, 5.117398461, 5.098864486, 5.064494407, 5.2187053070000005, 5.408451336000001, 5.121848881, 5.151130343999999, 5.1609130400000005, 5.228791948, 4.998103735, 5.2031190359999995, 5.070777619999999, 5.094191389000001, 5.088206567, 5.073928206, 4.994010321, 5.005926141000001, 5.1438835140000005, 5.182886903999999, 5.071194359, 5.069894828, 5.082098824, 5.064598761, 5.108003312, 5.102441087, 5.156317344, 5.169078399, ]
0-6    0    [5.013055925, 5.080650521, 5.246861987, 5.061590125, 5.107638869, 5.082893132, 5.124224161, 5.088448773, 5.1068124610000005, 5.1510836509999995, 5.055198785, 5.108201009, 5.106882196, 5.101907953, 5.014052575, 5.100522550999999, 5.2578379260000006, 5.186480213, 5.064142608, 5.138679733, 4.983615351, 5.035099058, 5.167546573, 5.030540051, 5.0966327069999995, 5.119642432, 5.083055463, 5.042236574, 5.137147644000001, 5.176438827, 5.254465048, 5.110295565, 5.028160339, 5.044521574, 5.10882682, 5.0653839089999995, 5.231481654, 5.079860216, 5.222370183, 5.222188666, ]
0-7    0    [5.023964021, 5.059540792, 5.160518357, 5.16381696, 5.047400929, 5.11917333, 5.079876574, 5.21399132, 5.097377242, 5.150902525, 5.083294211999999, 5.093762968, 5.079993127000001, 5.061270464, 5.097284109, 5.12724364, 5.042253609, 5.11413271, 5.0085080280000005, 5.116912098, 5.100369038, 5.159802722999999, 5.1353527020000005, 5.277793792, 5.071421629, 5.27434229, 5.135137593, 5.035509144000001, 5.091340327999999, 5.088459372, 5.038886756, 5.1090926880000005, 5.094561187, 5.152088625999999, 5.040193896, 5.19680138, 5.17172509, 5.078222696, 5.045311881, 5.206867042, ]
0-8    0    [8.12933497, 8.46402707, 8.313276934, 8.173685553, 8.235981233, 8.37015137, 8.402047566999999, 8.108404723, 8.544028702, 8.135600063, 8.266710723000001, 8.271624507, 8.226239302, 8.241780683, 8.388766378000001, 8.152613079, 8.220062163000001, 8.341763818, 8.222885892, 8.144109478, 8.395315257, 8.106940629, 8.235563648, 8.199345991, 8.263607339, 8.288006903000001, 7.968527560999999, 7.9410577270000005, 8.274431068, 8.328191985, 8.155939273000001, 8.107098786, 8.390194307, 8.837348147, 8.148709247000001, 8.243209801, 8.01018935, 8.355859622, 8.089394866000001, 8.224950249, ]
0-9    0    [8.060781391, 8.148163826, 8.179459718, 7.938779857999999, 8.22552494, 8.326674321, 8.165015999, 7.9601759659999995, 8.46705309, 9.250587120999999, 8.772546056, 8.200142542, 8.133739684, 8.392915071000001, 8.349952752, 8.271679629, 8.133530748, 8.160653927, 8.329037598, 8.231102856, 8.055330167, 8.222782681, 8.516482833, 8.323336737, 8.425454882, 8.176524897, 8.272721368000001, 8.653995220999999, 8.085644762, 8.063633159, 8.162140923, 8.270341562, 8.114731819000001, 8.251363573999999, 8.314200331, 7.954222722, 8.498493875, 8.10179087, 8.078909168000001, 8.124000702, ]
