15-1-374	4	[2.443876779, 2.406502134, 2.404052986, 2.4569882549999997, 2.384745284, 2.4527798339999998, 2.459628688, 2.398566777, 2.461515585, 2.437985323, 2.507048253, 2.375794289, 2.3771318040000002, 2.382462974, 2.409612328, 2.429121534, 2.405601769, 2.407872182, 2.387710545, 2.394377341, 2.4272685960000002, 2.436862367, 2.40373826, 2.4755731469999995, 2.410859708, 2.4080148550000002, 2.426748685, 2.4026948280000004, 2.420328277, 2.392342598, 2.407178527, 2.398217593, 2.4225206960000003, 2.386794597, 2.42104881, 2.445712794, 2.430836675, 2.416323305, 2.4098354, 2.446587379, ]
15-0-440	6	[2.329237291, 2.349036329, 2.391546505, 2.309069065, 2.361555723, 2.40153154, 2.341916763, 2.34850607, 2.284550276, 2.3304235749999997, 2.387997732, 2.340814125, 2.354415189, 2.373289173, 2.344003693, 2.3603802210000002, 2.376477801, 2.351447107, 2.3578015580000002, 2.329972015, 2.316779565, 2.5153159, 2.38517424, 2.367050169, 2.367523156, 2.471540268, 2.334922728, 2.366388695, 2.332071674, 2.4096006169999997, 2.314797823, 2.340842594, 2.340496786, 2.333616349, 2.350019821, 2.3652281410000002, 2.34835596, 2.360372829, 2.369753633, 2.353871474, ]
15-0-568	7	[2.375684984, 2.349649468, 2.3468656020000003, 2.358330401, 2.331587906, 2.327464839, 2.297960991, 2.3526552589999996, 2.382286162, 2.343539848, 2.39515245, 2.3754918700000003, 2.357379959, 2.323271507, 2.3969268710000002, 2.3079624770000002, 2.358142698, 2.3449848490000003, 2.362612451, 2.3361983520000003, 2.4096694149999998, 2.347407958, 2.327653322, 2.302124371, 2.428448261, 2.381016528, 2.3850294930000002, 2.3354083099999996, 2.355901626, 2.382017609, 2.3517835610000004, 2.322525342, 2.348189686, 2.346646566, 2.335212801, 2.3401585350000005, 2.3662369439999997, 2.326392694, 2.339154702, 2.426426676, ]
14-1-130	9	[2.412781158, 2.414759599, 2.460731322, 2.462142437, 2.453837134, 2.424020348, 2.396392137, 2.417298315, 2.442517889, 2.433498653, 2.439461786, 2.41484978, 2.4717358000000003, 2.4614407, 2.388601528, 2.375712792, 2.4135918949999997, 2.5164471230000003, 2.445902166, 2.423328354, 2.471080018, 2.407569166, 2.409861809, 2.4276497900000003, 2.421102625, 2.407082696, 2.3908814100000004, 2.450239777, 2.3933953470000002, 2.505966564, 2.453015659, 2.431226306, 2.438302887, 2.365846393, 2.3666437190000003, 2.420670668, 2.429885803, 2.4295954550000003, 2.424926172, 2.452827153, ]
0-0-251	8	[2.544898014, 2.396668445, 2.403215773, 2.462594303, 2.378919679, 2.414497988, 2.4191279430000003, 2.373480247, 2.4203603399999998, 2.339454267, 2.395645456, 2.391217547, 2.4186625480000004, 2.406132769, 2.393260341, 2.417763733, 2.363706884, 2.371920329, 2.3736442529999997, 2.403287636, 2.381275961, 2.390506809, 2.3991027450000004, 2.368544878, 2.388449828, 2.376766329, 2.350614649, 2.34501502, 2.374792176, 2.3708132079999995, 2.353844708, 2.4003639120000004, 2.3930741390000003, 2.351784431, 2.401286665, 2.414842078, 2.4264902360000002, 2.358367076, 2.3961427110000004, 2.384622127, ]
14-0-206	7	[2.400085917, 2.450442994, 2.400978456, 2.3937840550000002, 2.4037364009999997, 2.409719314, 2.3525729560000004, 2.468148261, 2.425583134, 2.386679237, 2.4188928370000005, 2.448449959, 2.395414434, 2.4031656740000003, 2.4018420120000004, 2.456530801, 2.434675495, 2.4314334829999997, 2.383658652, 2.4067944640000003, 2.4489546559999997, 2.397974428, 2.393635342, 2.4353861300000004, 2.426551709, 2.399828432, 2.395798204, 2.3839561949999997, 2.38390087, 2.4148809030000002, 2.417935452, 2.425414882, 2.3998236840000002, 2.416777973, 2.4224234749999995, 2.394694063, 2.417606964, 2.398320248, 2.3618465029999998, 2.418419296, ]
15-1-876	4	[2.364877777, 2.338987987, 2.36246478, 2.364510678, 2.304576773, 2.3165542250000004, 2.332586139, 2.328665378, 2.3602096759999998, 2.310869915, 2.348323895, 2.3425584390000003, 2.363241683, 2.400764225, 2.3393898650000002, 2.341729004, 2.325214588, 2.316496253, 2.3520422630000004, 2.314661057, 2.3055952040000003, 2.3484715720000002, 2.336605209, 2.3262658210000002, 2.333149697, 2.31737422, 2.297740407, 2.3636542599999997, 2.3164701290000003, 2.3505429860000002, 2.3679673149999996, 2.351212344, 2.341054105, 2.30184253, 2.31815014, 2.327594975, 2.369430691, 2.337551317, 2.3414293180000003, 2.32663522, ]
15-0-531	7	[2.3493041150000002, 2.418318434, 2.3760340699999998, 2.4106023060000004, 2.4249523880000003, 2.421363088, 2.411184047, 2.373526043, 2.35582152, 2.4067168420000002, 2.4000007790000004, 2.413969812, 2.358806815, 2.435504571, 2.348971631, 2.3976876679999997, 2.409357228, 2.446843877, 2.4344958990000003, 2.409950251, 2.3992852040000003, 2.383471481, 2.4150074880000005, 2.399237351, 2.401302634, 2.3962036380000002, 2.405155695, 2.433185675, 2.399269995, 2.413836823, 2.418148065, 2.3447334, 2.3676741949999998, 2.380959117, 2.3589004449999997, 2.4038532129999997, 2.458610405, 2.36166201, 2.378023518, 2.3704776269999996, ]
15-1-588	6	[2.37452929, 2.333022839, 2.351462261, 2.3389443539999997, 2.346509321, 2.3937086549999997, 2.344572268, 2.3777910469999997, 2.3654537419999997, 2.364242753, 2.439023385, 2.367507402, 2.361819144, 2.301087013, 2.2923266310000003, 2.345724589, 2.357116742, 2.353750299, 2.374647513, 2.331679267, 2.330139771, 2.3915510600000003, 2.334487637, 2.385211675, 2.339859155, 2.3637365129999997, 2.343987569, 2.334051648, 2.380874494, 2.312585992, 2.608973358, 2.4053064710000003, 2.3493483490000004, 2.3880388249999998, 2.343788646, 2.388153243, 2.3480647950000004, 2.3524272890000004, 2.3488996319999997, 2.37857959, ]
14-1-813	5	[2.399406629, 2.338579248, 2.359398455, 2.3796293470000003, 2.4040968549999997, 2.368454546, 2.337832136, 2.3451127339999998, 2.37828163, 2.359361323, 2.391341186, 2.337220581, 2.338491516, 2.370361933, 2.45922057, 2.38671676, 2.352905308, 2.3969237530000003, 2.3659543459999997, 2.438209726, 2.380901978, 2.3644960260000003, 2.4373189120000003, 2.3774653270000004, 2.375134009, 2.3833937190000003, 2.4009652720000005, 2.400454962, 2.394551514, 2.360505159, 2.365144562, 2.3780293660000003, 2.342813871, 2.366715447, 2.3487357859999998, 2.405792142, 2.394292131, 2.3731831, 2.342097852, 2.373451253, ]
15-1-641	7	[2.410776829, 2.430066753, 2.438714859, 2.402120093, 2.3962413639999998, 2.406725384, 2.446098534, 2.432942763, 2.3810324740000004, 2.396624043, 2.414842057, 2.422074485, 2.410221842, 2.404918195, 2.425949835, 2.432590825, 2.37754636, 2.450000121, 2.430892846, 2.406268102, 2.427509602, 2.39029412, 2.424882543, 2.415227007, 2.412201634, 2.440439372, 2.385945183, 2.422101291, 2.3953026779999997, 2.4087282070000002, 2.4204624690000003, 2.429531111, 2.419612332, 2.412223377, 2.4225206239999997, 2.4073696840000003, 2.398937605, 2.4181527990000005, 2.420843602, 2.4085903920000002, ]
14-1-354	7	[2.452045645, 2.421572554, 2.4626389189999998, 2.442248611, 2.620029941, 2.50597535, 2.475546021, 2.462448166, 2.508815929, 2.489280912, 2.449381253, 2.4866956559999998, 2.4680792990000002, 2.498118518, 2.491140078, 2.463670422, 2.464140914, 2.488062896, 2.4736353610000004, 2.541687089, 2.471357324, 2.515967413, 2.4965156779999997, 2.477990895, 2.4299613339999997, 2.5032456190000003, 2.4920538380000004, 2.47377269, 2.4391803309999998, 2.4624513589999997, 2.502967609, 2.47454673, 2.469655706, 2.458875434, 2.510845966, 2.44963295, 2.492796431, 2.471126918, 2.490381907, 2.486044417, ]
