15-0-834	7	[2.547948891, 2.481238339, 2.5145099440000003, 2.4899988520000003, 2.528470078, 2.497676425, 2.530469525, 2.534753891, 2.467194148, 2.493511175, 2.4498404689999997, 2.5096061539999996, 2.488476918, 2.512494179, 2.4618676859999997, 2.4652357690000004, 2.508824029, 2.511406053, 2.4637845680000003, 2.524539419, 2.4834990429999997, 2.497887948, 2.544635431, 2.479972696, 2.470278799, 2.508097602, 2.505108275, 2.502708584, 2.5183901439999996, 2.46959272, 2.503546675, 2.570326046, 2.461951922, 2.479772971, 2.4695165639999996, 2.5375919010000003, 2.618267113, 2.4819912470000003, 2.517542546, 2.491344232, ]
15-1-772	7	[2.427784805, 2.368193353, 2.438179572, 2.4036874999999998, 2.430726905, 2.476848547, 2.444628009, 2.43094965, 2.504906987, 2.432626503, 2.454900228, 2.471669781, 2.4635079109999998, 2.421943601, 2.406495285, 2.483703949, 2.394977419, 2.39073497, 2.409609864, 2.392149669, 2.392808677, 2.409237317, 2.459870748, 2.448075453, 2.486396632, 2.395288421, 2.428351567, 2.603429292, 2.467865269, 2.44198753, 2.39348343, 2.419919328, 2.405109502, 2.4009893129999997, 2.409056559, 2.414772846, 2.455953944, 2.408101147, 2.4134929929999998, 2.455098538, ]
0-0-196	12	[2.4191118279999997, 2.477670954, 2.502155286, 2.481777665, 2.481650415, 2.471779909, 2.432591912, 2.4381964039999997, 2.44567292, 2.495594414, 2.431470514, 2.489085013, 2.478700695, 2.475873938, 2.504905644, 2.47005357, 2.536178503, 2.491939482, 2.4412915969999998, 2.441979935, 2.4937657489999996, 2.4589120270000002, 2.4567287049999997, 2.487575717, 2.471427756, 2.4585466890000003, 2.495047321, 2.465679614, 2.479518948, 2.537151505, 2.44814821, 2.430560145, 2.495210793, 2.478095987, 2.458084768, 2.5200875270000003, 2.4835518800000003, 2.4254505120000003, 2.4786063670000003, 2.460387978, ]
0-0-34	13	[2.4454524159999997, 2.4118750700000002, 2.469184893, 2.5160496630000004, 2.472609275, 2.5127467139999995, 2.4681811519999997, 2.4367354750000003, 2.484786377, 2.471563277, 2.4991735829999997, 2.459451127, 2.4375758249999997, 2.550497823, 2.4509382119999996, 2.456180991, 2.474932803, 2.4707380449999996, 2.416959771, 2.4380536260000003, 2.4677334049999997, 2.424772475, 2.498367521, 2.450306121, 2.460331009, 2.43499474, 2.461052005, 2.4653664699999998, 2.451676513, 2.48660343, 2.447418617, 2.454213718, 2.439946576, 2.432350095, 2.456112555, 2.419394208, 2.412097819, 2.484847572, 2.420053552, 2.4560595629999997, ]
15-0-824	6	[2.3888415390000004, 2.35251211, 2.3798105890000003, 2.376241248, 2.3832883419999997, 2.3647892130000003, 2.3794417639999996, 2.4149842240000003, 2.4336325829999996, 2.338064392, 2.411710932, 2.422496047, 2.361274256, 2.3629445259999997, 2.429984189, 2.381640173, 2.332785316, 2.360428391, 2.3875190550000003, 2.33899736, 2.4113416699999997, 2.400322341, 2.402975899, 2.402193678, 2.3610442689999998, 2.3781428480000004, 2.4004168790000002, 2.4452401339999996, 2.405101576, 2.415811895, 2.332980832, 2.424441849, 2.3721973839999997, 2.338884039, 2.372605308, 2.347400137, 2.364249773, 2.341578689, 2.3642806530000002, 2.381382673, ]
6-1-506	5	[2.3672664890000004, 2.3752434129999997, 2.390906533, 2.332551509, 2.5110122949999996, 2.3949386930000003, 2.377103441, 2.408382423, 2.384699334, 2.374183394, 2.40770382, 2.42906237, 2.333242879, 2.35246898, 2.371417022, 2.329642584, 2.3972195729999997, 2.392639507, 2.385252406, 2.370922805, 2.3337649889999996, 2.426230221, 2.3720364920000003, 2.352353941, 2.4174748200000002, 2.4078168279999996, 2.3373884389999997, 2.3991601819999997, 2.339724709, 2.4134947720000004, 2.434026463, 2.346295261, 2.350300502, 2.334741248, 2.351935958, 2.44303107, 2.342432576, 2.343802251, 2.3632076840000003, 2.42771092, ]
15-0-167	6	[2.391578822, 2.460864022, 2.380371975, 2.4319298270000003, 2.586533276, 2.414778782, 2.423509433, 2.422728234, 2.3700229839999998, 2.4145635960000003, 2.4062856420000003, 2.3980076969999997, 2.4080341790000004, 2.432948112, 2.3898899890000003, 2.416390326, 2.472089468, 2.438396831, 2.383468503, 2.411054571, 2.420128482, 2.4823077170000003, 2.416108185, 2.4639513070000003, 2.4371713440000002, 2.462915384, 2.427505149, 2.451663637, 2.406600707, 2.4173818550000004, 2.414586996, 2.427612307, 2.4566265560000002, 2.420239553, 2.385672128, 2.467095048, 2.442401501, 2.381905111, 2.464717501, 2.4714137640000002, ]
15-1-933	4	[2.438836816, 2.4315975389999998, 2.3625623260000004, 2.457167517, 2.407518443, 2.398188702, 2.399352855, 2.395561429, 2.441001516, 2.370349307, 2.45062828, 2.437445371, 2.408606442, 2.423043893, 2.398457943, 2.435252298, 2.4450984439999996, 2.441394725, 2.4191633, 2.4471478299999996, 2.379546808, 2.4291974659999997, 2.392742706, 2.408556956, 2.438546991, 2.385898699, 2.451554163, 2.4209943330000003, 2.419963628, 2.4682790669999997, 2.44146094, 2.452360151, 2.478174663, 2.438270816, 2.4342289839999998, 2.426103901, 2.444054043, 2.414490886, 2.405767673, 2.40620878, ]
15-0-96	9	[2.430514606, 2.4489081610000003, 2.543383655, 2.432375288, 2.393682032, 2.441693467, 2.448114486, 2.453393473, 2.427267547, 2.3782025140000003, 2.391700169, 2.413753937, 2.4112363820000002, 2.445409204, 2.430292034, 2.438199514, 2.520953721, 2.395859866, 2.381967268, 2.4235543859999997, 2.4353848520000003, 2.396005734, 2.446902614, 2.3913213759999996, 2.416779592, 2.40467021, 2.399295511, 2.431542721, 2.424319294, 2.3864849670000003, 2.411949847, 2.386201239, 2.383778076, 2.4108337140000002, 2.461151352, 2.433017737, 2.4826065500000003, 2.41045017, 2.380664369, 2.437895716, ]
15-1-92	6	[2.369107676, 2.268802874, 2.330088237, 2.3005039210000002, 2.336059667, 2.334808948, 2.300959048, 2.3478189, 2.295113213, 2.369165108, 2.319788593, 2.387746101, 2.3562093440000003, 2.322403513, 2.33301524, 2.295164333, 2.280019108, 2.3269925170000003, 2.289709825, 2.324993205, 2.317920856, 2.341801153, 2.3334058840000003, 2.292969375, 2.310522539, 2.330753463, 2.294219721, 2.281754351, 2.2981747329999997, 2.356091816, 2.346313109, 2.3561518870000002, 2.28395525, 2.342942624, 2.322801107, 2.353743838, 2.3306746680000003, 2.349451199, 2.2966276349999997, 2.3092127319999998, ]
15-1-859	3	[2.416890491, 2.375159256, 2.391522041, 2.382362962, 2.393300147, 2.4136495869999997, 2.345335048, 2.39031919, 2.37911888, 2.416411168, 2.364109314, 2.4469145180000003, 2.405205933, 2.343611558, 2.389194938, 2.3686656270000004, 2.372600089, 2.3563717939999997, 2.4155566779999997, 2.352786918, 2.3722493840000003, 2.430815366, 2.366516173, 2.406000644, 2.375557038, 2.402587348, 2.368083573, 2.366971827, 2.368489086, 2.399251254, 2.4187407839999997, 2.3904307940000002, 2.3616479999999997, 2.455700935, 2.363669966, 2.4179271750000004, 2.470363981, 2.3680646509999996, 2.380817382, 2.386372766, ]
