14-1-416	8	[2.42511734, 2.423590983, 2.4124677199999995, 2.401533263, 2.422646716, 2.44221683, 2.455753406, 2.4136465489999996, 2.435470117, 2.408647877, 2.418578516, 2.413464229, 2.4036906030000003, 2.5305836569999998, 2.469219118, 2.432511607, 2.468542918, 2.448083038, 2.4377885139999997, 2.401248604, 2.4725683039999997, 2.443617949, 2.412512221, 2.40882972, 2.441427637, 2.436984738, 2.41155992, 2.440202045, 2.414797382, 2.437319915, 2.4205849620000004, 2.441881509, 2.40665249, 2.438039687, 2.386515996, 2.435309005, 2.420640034, 2.418197041, 2.4774399139999996, 2.52895544, ]
15-1-748	4	[2.35332461, 2.323930681, 2.386385171, 2.364577038, 2.322468673, 2.380403645, 2.324631184, 2.305761511, 2.389129231, 2.392196148, 2.353549408, 2.391887874, 2.3671833920000003, 2.331021331, 2.352476564, 2.347325056, 2.37819372, 2.344250564, 2.3135651750000004, 2.3896524560000003, 2.3864224949999997, 2.3619415310000003, 2.3082479449999997, 2.400719294, 2.374549286, 2.33067529, 2.362939255, 2.3166884459999997, 2.3931556990000002, 2.36884168, 2.398991164, 2.346123949, 2.322007509, 2.380848045, 2.368843685, 2.3857887030000002, 2.341079937, 2.363716483, 2.349865912, 2.36807697, ]
15-0-251	4	[2.31533237, 2.3621152860000003, 2.361516004, 2.354962665, 2.390770774, 2.338087059, 2.344691951, 2.36102387, 2.371010366, 2.3538119940000004, 2.445558284, 2.3487704010000003, 2.371816304, 2.364808606, 2.3127104540000003, 2.367151131, 2.479211113, 2.3827199709999998, 2.3439867260000002, 2.377587512, 2.333894902, 2.3492990029999996, 2.35925061, 2.382624204, 2.3444370660000002, 2.487269724, 2.361635508, 2.42251714, 2.346513066, 2.395641945, 2.3614791150000003, 2.360749621, 2.379627145, 2.347385127, 2.416128032, 2.379377617, 2.3831514670000002, 2.36831001, 2.420059166, 2.372892786, ]
15-0-552	8	[2.413786635, 2.400202047, 2.446143028, 2.418328329, 2.365776274, 2.4167130990000003, 2.373246739, 2.394447027, 2.4477487140000003, 2.404968843, 2.336145966, 2.437836611, 2.3917058730000003, 2.533869583, 2.414064281, 2.4280616129999997, 2.404284094, 2.385536098, 2.382197557, 2.417971932, 2.3533861910000002, 2.446602908, 2.4130532479999998, 2.406285821, 2.3948946930000004, 2.3625172130000003, 2.4125746390000002, 2.460355384, 2.365883035, 2.353420446, 2.378647665, 2.353338409, 2.401139545, 2.332880737, 2.375825967, 2.4002045549999997, 2.37181151, 2.399807921, 2.367517817, 2.394481986, ]
0-0-39	11	[2.412644285, 2.420906338, 2.480865804, 2.439518998, 2.445753828, 2.442706325, 2.469440583, 2.453786022, 2.5078155959999995, 2.450470045, 2.4429046320000003, 2.422605729, 2.478070721, 2.383662719, 2.455703173, 2.4521471220000004, 2.4581435619999996, 2.4549831629999996, 2.420084696, 2.4800010630000004, 2.42245503, 2.430739152, 2.451462883, 2.472358733, 2.4031774620000004, 2.425942526, 2.446315184, 2.4664192609999995, 2.441767492, 2.4160629599999996, 2.410910986, 2.4775035269999997, 2.4244014409999997, 2.438094248, 2.419038359, 2.390659818, 2.4458057789999996, 2.4510322989999995, 2.4396985530000004, 2.406400041, ]
14-1-83	7	[2.5523102019999997, 2.448657886, 2.48827069, 2.460398905, 2.458677971, 2.4175271179999998, 2.509826198, 2.465086528, 2.439784175, 2.506115018, 2.520937525, 2.4609554099999995, 2.4661105450000003, 2.456827368, 2.452199432, 2.510129698, 2.474064778, 2.478565291, 2.434155547, 2.498407314, 2.543740873, 2.437615277, 2.466100269, 2.4934626289999997, 2.417932029, 2.499208564, 2.4635413170000002, 2.429200979, 2.4782339429999998, 2.510405494, 2.471575163, 2.502997526, 2.517550238, 2.443358385, 2.5394548290000003, 2.457754976, 2.44714378, 2.539912739, 2.4804153290000004, 2.469374827, ]
15-1-796	5	[2.3427671379999997, 2.375980791, 2.384750457, 2.359717243, 2.300230289, 2.346387702, 2.415644274, 2.366825545, 2.385954394, 2.362445844, 2.4048399010000003, 2.374798948, 2.35826948, 2.386993878, 2.377273389, 2.3688855880000004, 2.346709035, 2.397290609, 2.365323512, 2.339884615, 2.357139119, 2.3765653639999997, 2.3850641250000004, 2.3934725109999997, 2.313536519, 2.419129207, 2.386475463, 2.3955572149999997, 2.341901225, 2.417060538, 2.42470555, 2.374339973, 2.387635956, 2.381718839, 2.346951177, 2.3715733269999997, 2.400770609, 2.397232943, 2.346476697, 2.347505323, ]
15-0-668	6	[2.420586762, 2.342527768, 2.350374103, 2.347844564, 2.385080508, 2.350184389, 2.358441267, 2.3514307839999997, 2.354223631, 2.358435605, 2.368656217, 2.349026964, 2.350675985, 2.321095685, 2.3765026990000004, 2.4233420299999997, 2.314718055, 2.3540806840000004, 2.321868623, 2.364895585, 2.354579006, 2.3447797789999996, 2.356260775, 2.333180919, 2.3642859730000003, 2.344358832, 2.362778933, 2.348734087, 2.3839025030000003, 2.325317733, 2.352623778, 2.359478171, 2.396355161, 2.324987933, 2.357706323, 2.383312294, 2.3376063580000004, 2.348905362, 2.3849284300000004, 2.394790463, ]
15-0-658	7	[2.3876060089999998, 2.398445584, 2.478640136, 2.408992421, 2.406154216, 2.437986306, 2.381835938, 2.3880971649999996, 2.416492772, 2.431354168, 2.409486731, 2.599231334, 2.408188549, 2.390461756, 2.403513315, 2.391602932, 2.428805239, 2.44316761, 2.451541844, 2.439531061, 2.4101272629999997, 2.422315361, 2.404614565, 2.392102436, 2.369422012, 2.411478021, 2.425362308, 2.397881035, 2.421412906, 2.4375093390000004, 2.377327326, 2.4423895279999996, 2.4474394790000003, 2.4331320109999997, 2.400904713, 2.467139038, 2.36672763, 2.397814995, 2.3910823150000002, 2.4298682090000003, ]
14-1-567	5	[2.37308198, 2.384171006, 2.378358157, 2.390745538, 2.380527979, 2.4187423499999996, 2.408519503, 2.372308657, 2.457196403, 2.429223832, 2.3875073889999996, 2.4178444199999998, 2.417689875, 2.400267043, 2.379150416, 2.3841245989999997, 2.4563771379999997, 2.415204804, 2.374328933, 2.346214914, 2.4208633, 2.350673597, 2.399173974, 2.3505000139999996, 2.467722193, 2.370961231, 2.383198951, 2.390892596, 2.404397718, 2.387952861, 2.41768624, 2.4031354510000003, 2.3879383180000002, 2.374981344, 2.4219106249999998, 2.454439626, 2.3736304759999998, 2.3554303890000003, 2.416507064, 2.4329126739999998, ]
