0-45-19-47-940-1-18-62-8-31-2-101-23	38	[2.5266980809999997, 2.5144844269999997, 2.516308722, 2.533292195, 2.5162720679999997, 2.5231793249999996, 2.5275437929999995, 2.520830024, 2.5211992750000003, 2.514499575, 2.5110398849999997, 2.5307799810000002, 2.5194137239999996, 2.5198315319999995, 2.531719691, 2.523759848, 2.521132236, 2.514849152, 2.529501466, 2.5175293599999997, 2.519258315, 2.5156606619999997, 2.519560306, 2.529613689, 2.519695482, 2.529286499, 2.5264678350000005, 2.5215549719999997, 2.5156593600000003, 2.523164124, 2.523430532, 2.5278569, 2.526098023, 2.5319730700000007, 2.514364387, 2.5210904020000005, 2.519952102, 2.5365515450000005, 2.525882819, 2.523964455, ]
3-45-44-5-1911-0-18-403-0-93-1-115-593	37	[3.0005594319999997, 3.105283655, 3.0766141650000005, 3.079666993, 3.093581716, 3.0455445670000003, 3.0892139029999997, 3.0735687490000005, 3.0904140229999997, 3.064635945, 3.095626298, 3.0904233850000002, 3.0875921219999998, 3.071239073, 3.0538245920000002, 3.0424506329999996, 3.0277648290000005, 3.1029214489999997, 3.069482512, 3.1161717679999996, 3.121325378, 3.094843179, 3.072152074, 3.056631775, 3.074464928, 3.021687276, 3.075881113, 3.0662828730000005, 3.073157566, 3.077585049, 3.029007464, 3.0772121759999997, 3.0633559499999996, 3.052814444, 3.065970608, 3.0877365429999997, 3.115936845, 3.0862591319999995, 3.082751347, 3.066304069, ]
0-11-41-56-1488-0-8-248-19-233-3-102-844	40	[3.4324222449999997, 3.402953624, 3.4298285089999996, 3.339338064, 3.340643583, 3.425531358, 3.436231402, 3.435757483, 3.390930442, 3.4097469910000004, 3.40186601, 3.3321236569999995, 3.4006098259999997, 3.3477591519999996, 3.3733439249999995, 3.407776222, 3.4038493519999995, 3.425544265, 3.2890720730000003, 3.4344544779999997, 3.370119709, 3.4203905949999998, 3.3927693200000006, 3.4513726600000005, 3.41987367, 3.3326595210000005, 3.338412142, 3.4747580469999995, 3.356784964, 3.376867036, 3.358554708, 3.434342644, 3.4025158510000004, 3.405410823, 3.3610578909999997, 3.4396798220000004, 3.4471094860000004, 3.3779843670000003, 3.3878244979999996, 3.456505115, ]
1-42-13-9-1107-1-29-295-57-87-3-59-967	32	[3.13105665, 3.163823663, 3.1581497869999997, 3.121936859, 3.1506333129999997, 3.150806166, 3.1896792419999995, 3.1575013650000003, 3.0853395709999996, 3.1384882440000004, 3.137729921, 3.146165758, 3.0892818199999996, 3.153150745, 3.1977527240000003, 3.18176068, 3.162530515, 3.110432659, 3.1664251230000002, 3.1411427859999996, 3.1186350409999997, 3.1437679169999995, 3.1410429109999995, 3.104314693, 3.1815485669999997, 3.15795284, 3.1560618059999994, 3.171719967, 3.204397254, 3.154316908, 3.1616956929999995, 3.097574463, 3.1257264829999998, 3.152142145, 3.147750044, 3.1573273480000004, 3.1719843240000003, 3.0964059780000004, 3.1457785970000005, 3.1577916699999995, ]
2-56-59-46-1330-1-23-368-20-237-0-50-37	38	[2.869906596, 2.8649373380000003, 2.8584344699999997, 2.8593689260000006, 2.832182711, 2.888552896, 2.8439916399999996, 2.866543068, 2.8394224939999995, 2.864894549, 2.8379136920000003, 2.8782945230000005, 2.8576042410000007, 2.8079462049999995, 2.8627798970000002, 2.82608452, 2.880855149, 2.8534976060000004, 2.8443746750000005, 2.862517787, 2.902722792, 2.8626773439999997, 2.892373928, 2.862651524, 2.853010764, 2.8506215229999996, 2.809401204, 2.83311845, 2.8230864370000006, 2.8275034420000003, 2.8721103209999996, 2.838980416, 2.8180269220000005, 2.8733489410000006, 2.8312638609999996, 2.8186192140000004, 2.8140569510000004, 2.8655806470000007, 2.8712077290000004, 2.857408088, ]
1-29-49-1-950-1-26-308-38-192-0-30-737	41	[2.7433575480000005, 2.7696126520000006, 2.7628381420000006, 2.7676159529999995, 2.7710507119999996, 2.752935012, 2.764175283, 2.770796683, 2.76220985, 2.7570592530000004, 2.727500464, 2.7603559619999998, 2.744087515, 2.753295439, 2.766158745, 2.737260666, 2.728182475, 2.7762884370000007, 2.76019174, 2.760946405, 2.7716518100000003, 2.748285241, 2.7863704179999997, 2.7710965329999997, 2.7750385019999997, 2.7475551940000003, 2.7623708470000006, 2.7700843309999996, 2.768618908, 2.7594578309999998, 2.77305171, 2.763869544, 2.7683906329999997, 2.76117873, 2.7624043100000004, 2.7493908250000003, 2.7509683400000005, 2.7861127189999997, 2.764268613, 2.784949148, ]
0-3-0-37-1609-0-5-427-1-104-1-113-988	45	[3.415031732, 3.417633472, 3.4047652729999998, 3.4185210310000005, 3.3339780739999996, 3.432128036, 3.3801704069999996, 3.440635926, 3.4335104540000003, 3.429071796, 3.420463503, 3.444857608, 3.4179544649999998, 3.3582668500000006, 3.420202368, 3.3361914289999994, 3.409603493, 3.30961096, 3.3946977590000005, 3.367703253, 3.3734843890000006, 3.465199378, 3.4160701740000006, 3.412843133, 3.439071204, 3.4352557320000003, 3.4517737530000003, 3.387439952, 3.4049221650000003, 3.436524731, 3.3125368349999995, 3.4410653620000002, 3.3983622210000006, 3.4410549720000003, 3.435744749, 3.412433474, 3.3077652270000004, 3.390181632, 3.3522128970000002, 3.430633777, ]
1-40-38-51-961-1-29-278-1-231-2-97-416	41	[3.309881499, 3.3076377300000006, 3.3227339849999997, 3.284673499, 3.3044214, 3.322507043, 3.294674524, 3.300446567, 3.353824633, 3.2841856590000003, 3.311961379, 3.237713868, 3.293078542, 3.352222454, 3.2826963990000007, 3.344240333, 3.2757198169999997, 3.26797503, 3.264836356, 3.3082712709999997, 3.2946839260000003, 3.3048617470000003, 3.238950084, 3.34309852, 3.3136719319999997, 3.2504918099999998, 3.33136168, 3.2650131690000004, 3.3066513140000002, 3.2667995140000006, 3.2587273459999997, 3.2843151079999995, 3.291292194, 3.294710529, 3.2347520459999997, 3.3209180899999997, 3.3074085760000003, 3.3198584120000003, 3.2967042290000004, 3.332021845, ]
2-10-30-50-257-1-19-269-43-20-0-121-984	42	[2.893589397, 2.8980510580000005, 2.868098502, 2.874398281, 2.8772029519999998, 2.879576992, 2.8728657230000003, 2.845168454, 2.8943963269999995, 2.8967165059999997, 2.8463322750000004, 2.8772375759999997, 2.8842979999999994, 2.8883414359999997, 2.8822434799999996, 2.90323914, 2.8893469739999995, 2.8793177960000005, 2.9188514629999998, 2.8849708100000004, 2.8857635520000002, 2.887137539, 2.8638149459999998, 2.881244525, 2.89213866, 2.8840033939999996, 2.894139184, 2.863575948, 2.8731330070000003, 2.883144781, 2.864191832, 2.8772777840000003, 2.888040405, 2.8490108600000004, 2.8801322120000004, 2.8430137400000004, 2.8739445160000003, 2.8727304969999996, 2.907266455, 2.889689148, ]
3-35-24-62-1278-0-30-157-39-67-0-127-919	29	[2.816068408, 2.7916921040000005, 2.835315256, 2.784477441, 2.830590329, 2.8303476759999997, 2.782835519, 2.8251411909999997, 2.8271828610000003, 2.8390725189999997, 2.8466280029999997, 2.802759243, 2.818451025, 2.830213831, 2.8280480949999998, 2.792262818, 2.7929727090000003, 2.8231541740000003, 2.8130369749999997, 2.8179015149999995, 2.8037050520000006, 2.8276453170000004, 2.834296469, 2.8160358449999996, 2.7966613149999997, 2.818699464, 2.8064571719999996, 2.8357801859999996, 2.816402327, 2.790764569, 2.828870051, 2.786210286, 2.824959469, 2.793585475, 2.8650625, 2.830103867, 2.8005134330000003, 2.8276202600000007, 2.805573693, 2.828197076, ]
