time, main.main,main.sha512,main.sha1,main.new,sha1.digest,sha1.hexdigest,sha1._digest,sha1.handle,sha1.__init__,sha2_64.digest,sha2_64.hexdigest,sha2_64.handle,sha2_64.__init__,sha512._digest
1.6706697419999998,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1.649916758,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1.7112554329999998,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1.7076005580000002,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1.6964971820000003,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1.711736675,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1.6908165,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1.6810726850000002,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1.6017341610000002,1,0,1,0,0,1,0,1,0,0,1,1,1,1
1.5924361630000001,1,0,1,0,0,1,0,1,0,0,1,1,1,1
1.616918245,1,0,1,0,0,1,0,1,0,0,1,1,1,1
1.609254719,1,0,1,0,0,1,0,1,0,0,1,1,1,0
1.5752094250000002,1,0,1,0,0,1,0,1,0,0,1,1,1,0
1.590799983,1,0,1,0,0,1,0,1,0,0,1,1,1,0
1.661358918,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1.6831614569999997,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1.6581211889999998,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1.653601768,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1.661179731,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1.6644680250000001,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1.6840111150000001,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1.7146582749999997,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1.6922961340000002,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1.6964667820000001,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1.690524575,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1.691907726,1,0,1,0,0,1,0,1,0,0,1,0,0,0
2.737133284,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1.5949024340000002,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1.6093201910000001,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1.6287826289999998,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1.617434988,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1.5943881060000002,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1.589347145,1,0,1,0,0,1,0,1,0,0,1,1,0,1
1.5812698639999998,1,0,1,0,0,1,0,1,0,0,1,1,0,1
1.616746749,1,0,1,0,0,1,0,1,0,0,1,1,0,1
1.6561606050000002,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1.613088626,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1.611821111,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1.753382018,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1.764335337,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1.7439169010000002,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1.7436342769999997,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1.7691663499999999,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1.7504853559999998,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1.616502466,1,0,1,0,0,1,0,1,0,1,0,1,1,1
1.623115798,1,0,1,0,0,1,0,1,0,1,0,1,1,1
1.6111014180000003,1,0,1,0,0,1,0,1,0,1,0,1,1,1
1.625725131,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1.620392469,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1.634688284,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1.7307180500000001,1,0,1,0,0,1,0,0,0,1,0,1,0,1
1.691972741,1,0,1,0,0,1,0,0,0,1,0,1,0,1
1.6876614060000001,1,0,1,0,0,1,0,0,0,1,0,1,0,1
1.710542285,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1.6917724400000003,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1.6952713460000002,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1.7818662799999998,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1.775936008,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1.7682261349999997,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1.7641636049999998,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1.7936483109999999,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1.760940138,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1.775123473,1,0,1,0,0,1,0,0,0,0,1,0,1,1
1.7749155559999998,1,0,1,0,0,1,0,0,0,0,1,0,1,1
1.7702170799999999,1,0,1,0,0,1,0,0,0,0,1,0,1,1
1.778211373,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1.764793755,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1.773795507,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1.694564078,1,0,1,0,0,1,0,0,0,1,1,1,0,1
1.7257868849999998,1,0,1,0,0,1,0,0,0,1,1,1,0,1
1.731472795,1,0,1,0,0,1,0,0,0,1,1,1,0,1
1.716872444,1,0,1,0,0,1,0,0,0,1,1,1,0,0
1.7163631719999999,1,0,1,0,0,1,0,0,0,1,1,1,0,0
1.7434164630000002,1,0,1,0,0,1,0,0,0,1,1,1,0,0
1.7944513899999999,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1.8189095180000001,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1.8124331130000002,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1.795804221,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1.8079385540000001,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1.7999770920000002,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1.765681924,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1.7822678229999998,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1.7833945189999998,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1.827653442,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1.789865697,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1.7909605749999997,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1.7695579089999998,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1.754547294,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1.7685909989999997,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1.7578590319999998,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.7848861299999998,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.753784131,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.751953015,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1.7435969669999998,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1.7321922969999999,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1.7730545119999999,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1.74141065,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1.736357087,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1.7572406260000002,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1.7713317749999997,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1.760201236,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1.771389964,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1.77233847,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1.8148909020000001,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1.675989897,1,0,1,0,0,1,0,0,0,0,1,1,1,1
1.7341349350000002,1,0,1,0,0,1,0,0,0,0,1,1,1,1
1.697858807,1,0,1,0,0,1,0,0,0,0,1,1,1,1
1.7288084190000002,1,0,1,0,0,1,0,0,0,0,1,1,1,0
1.691389187,1,0,1,0,0,1,0,0,0,0,1,1,1,0
1.6999964639999998,1,0,1,0,0,1,0,0,0,0,1,1,1,0
1.733172038,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1.7443651019999997,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1.762169131,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1.7730859079999999,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1.7676531939999998,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1.7666471069999998,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1.803396198,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1.8113101360000001,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1.772443654,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1.7806411569999998,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1.7989246980000002,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1.811524012,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1.6830411319999998,1,0,1,0,0,1,0,0,0,1,1,1,1,1
1.693857586,1,0,1,0,0,1,0,0,0,1,1,1,1,1
1.6842613910000002,1,0,1,0,0,1,0,0,0,1,1,1,1,1
1.7146310859999998,1,0,1,0,0,1,0,0,0,1,1,1,1,0
1.7258030789999999,1,0,1,0,0,1,0,0,0,1,1,1,1,0
1.66605238,1,0,1,0,0,1,0,0,0,1,1,1,1,0
1.6951275039999998,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1.713010917,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1.6904727480000001,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1.7115179280000001,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1.6940205879999999,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1.691291401,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1.819591116,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1.8482866589999998,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1.807637208,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1.8664737449999997,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.8280688659999997,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.8560771580000002,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.740215496,1,0,1,0,0,1,0,0,0,1,0,1,1,1
1.707002866,1,0,1,0,0,1,0,0,0,1,0,1,1,1
1.6980610229999997,1,0,1,0,0,1,0,0,0,1,0,1,1,1
1.714600125,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1.7001496139999999,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1.692934254,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1.6970969710000001,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1.7467947669999997,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1.7311126730000002,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1.6955365129999997,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1.7028098280000001,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1.701167587,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1.7944994330000001,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1.8061507049999999,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1.7929924449999999,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1.7921249019999999,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.803141513,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.7629770530000002,1,0,1,0,1,0,1,0,0,1,0,0,0,0
2.1273567190000002,1,0,1,0,1,0,1,0,0,0,1,0,1,1
1.7769111519999998,1,0,1,0,1,0,1,0,0,0,1,0,1,1
1.774876066,1,0,1,0,1,0,1,0,0,0,1,0,1,1
1.780783493,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1.7650273239999998,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1.7708834070000001,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1.7544059980000002,1,0,1,0,1,0,1,0,0,1,1,1,0,1
1.775070162,1,0,1,0,1,0,1,0,0,1,1,1,0,1
1.7249088230000003,1,0,1,0,1,0,1,0,0,1,1,1,0,1
1.7083722049999999,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1.7156523819999998,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1.7019662299999998,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1.8648591579999998,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1.837461095,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1.8574845780000002,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1.8295956369999997,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1.799586652,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1.797797637,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1.7917034680000001,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1.7796099419999998,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1.799738021,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1.7963217639999998,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1.780601802,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1.82967305,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1.78533444,1,0,1,0,1,0,1,0,0,1,1,0,1,1
1.7315555820000001,1,0,1,0,1,0,1,0,0,1,1,0,1,1
1.796739208,1,0,1,0,1,0,1,0,0,1,1,0,1,1
1.7625714350000001,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1.748070959,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1.755712242,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1.734018076,1,0,1,0,1,0,1,0,0,0,0,1,1,1
1.745830443,1,0,1,0,1,0,1,0,0,0,0,1,1,1
1.7356464390000002,1,0,1,0,1,0,1,0,0,0,0,1,1,1
1.7547472380000002,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1.810453887,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1.762029979,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1.8270101069999998,1,0,1,0,1,0,1,0,0,1,0,0,1,1
1.7966015590000002,1,0,1,0,1,0,1,0,0,1,0,0,1,1
1.7848150360000001,1,0,1,0,1,0,1,0,0,1,0,0,1,1
1.7486201679999998,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1.769416208,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1.749827386,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1.7070636439999998,1,0,1,0,1,0,1,0,0,0,1,1,1,1
1.7286688909999999,1,0,1,0,1,0,1,0,0,0,1,1,1,1
1.701118736,1,0,1,0,1,0,1,0,0,0,1,1,1,1
1.6980063399999998,1,0,1,0,1,0,1,0,0,0,1,1,1,0
1.6818217840000003,1,0,1,0,1,0,1,0,0,0,1,1,1,0
1.6926162550000001,1,0,1,0,1,0,1,0,0,0,1,1,1,0
1.756848496,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1.7507990690000002,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1.749286065,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1.7792599930000002,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.723388539,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.7282364490000002,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.8171860659999999,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1.7929953519999997,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1.816472473,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1.76835368,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1.7727922610000002,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1.767548824,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1.6955475700000002,1,0,1,0,1,0,1,0,0,1,1,1,1,1
1.677934311,1,0,1,0,1,0,1,0,0,1,1,1,1,1
1.7257863649999998,1,0,1,0,1,0,1,0,0,1,1,1,1,1
1.722726982,1,0,1,0,1,0,1,0,0,1,1,1,1,0
1.67612169,1,0,1,0,1,0,1,0,0,1,1,1,1,0
1.6879559779999997,1,0,1,0,1,0,1,0,0,1,1,1,1,0
1.718811462,1,0,1,0,1,0,1,0,0,0,1,1,0,1
1.688883031,1,0,1,0,1,0,1,0,0,0,1,1,0,1
1.69326885,1,0,1,0,1,0,1,0,0,0,1,1,0,1
1.6997828380000002,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1.692365631,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1.699590675,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1.873650732,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1.875588208,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1.86835116,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1.82689103,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1.786091264,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1.8345529430000003,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1.6862689910000002,1,0,1,0,1,0,1,0,0,1,0,1,1,1
1.7033091820000001,1,0,1,0,1,0,1,0,0,1,0,1,1,1
1.702867848,1,0,1,0,1,0,1,0,0,1,0,1,1,1
1.757944949,1,0,1,0,1,0,1,0,0,1,0,1,1,0
1.7091014919999998,1,0,1,0,1,0,1,0,0,1,0,1,1,0
1.6989739160000001,1,0,1,0,1,0,1,0,0,1,0,1,1,0
1.729996449,1,0,1,0,0,0,1,0,1,1,0,1,0,1
1.712635114,1,0,1,0,0,0,1,0,1,1,0,1,0,1
1.717407976,1,0,1,0,0,0,1,0,1,1,0,1,0,1
1.740445121,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1.68674495,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1.7179212549999998,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1.7793613709999998,1,0,1,0,0,0,1,0,1,1,0,0,0,1
1.7944942499999998,1,0,1,0,0,0,1,0,1,1,0,0,0,1
1.8064084769999997,1,0,1,0,0,0,1,0,1,1,0,0,0,1
1.7608948409999998,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1.791719074,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1.7829448350000003,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1.7656261999999998,1,0,1,0,0,0,1,0,1,0,1,0,1,1
1.825379115,1,0,1,0,0,0,1,0,1,0,1,0,1,1
1.7698943689999997,1,0,1,0,0,0,1,0,1,0,1,0,1,1
1.821000837,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1.7656580069999999,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1.7792792670000002,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1.727838276,1,0,1,0,0,0,1,0,1,1,1,1,0,1
1.7123551410000002,1,0,1,0,0,0,1,0,1,1,1,1,0,1
1.727183154,1,0,1,0,0,0,1,0,1,1,1,1,0,1
1.74448575,1,0,1,0,0,0,1,0,1,1,1,1,0,0
1.707316782,1,0,1,0,0,0,1,0,1,1,1,1,0,0
1.7224296430000001,1,0,1,0,0,0,1,0,1,1,1,1,0,0
1.855629566,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1.8638773240000002,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1.839962314,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1.8328508110000001,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1.853030253,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1.825946633,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1.789786151,1,0,1,0,0,0,1,0,1,1,1,0,0,1
1.789532739,1,0,1,0,0,0,1,0,1,1,1,0,0,1
1.786919505,1,0,1,0,0,0,1,0,1,1,1,0,0,1
1.79327102,1,0,1,0,0,0,1,0,1,1,1,0,0,0
1.7743549850000002,1,0,1,0,0,0,1,0,1,1,1,0,0,0
1.78987724,1,0,1,0,0,0,1,0,1,1,1,0,0,0
2.941865511,1,0,1,0,0,0,1,0,1,1,1,0,1,1
1.80509179,1,0,1,0,0,0,1,0,1,1,1,0,1,1
1.7874885390000002,1,0,1,0,0,0,1,0,1,1,1,0,1,1
1.772335865,1,0,1,0,0,0,1,0,1,1,1,0,1,0
1.774638939,1,0,1,0,0,0,1,0,1,1,1,0,1,0
1.767901884,1,0,1,0,0,0,1,0,1,1,1,0,1,0
1.7505268520000001,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1.735302007,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1.7594239820000002,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1.779022488,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1.74271255,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1.7724109979999998,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1.7824551270000002,1,0,1,0,0,0,1,0,1,1,0,0,1,1
1.77211025,1,0,1,0,0,0,1,0,1,1,0,0,1,1
1.802242084,1,0,1,0,0,0,1,0,1,1,0,0,1,1
1.8101413979999998,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1.76949098,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1.7954457439999998,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1.7073423730000001,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1.6904460289999999,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1.6879949739999998,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1.693217675,1,0,1,0,0,0,1,0,1,0,1,1,1,0
1.710796393,1,0,1,0,0,0,1,0,1,0,1,1,1,0
1.710249367,1,0,1,0,0,0,1,0,1,0,1,1,1,0
1.7750898069999999,1,0,1,0,0,0,1,0,1,0,0,1,0,1
1.7761935309999999,1,0,1,0,0,0,1,0,1,0,0,1,0,1
1.7718589580000002,1,0,1,0,0,0,1,0,1,0,0,1,0,1
1.758495291,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1.7395358099999998,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1.7306069609999999,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1.773826721,1,0,1,0,0,0,1,0,1,0,1,0,0,1
1.8344511640000003,1,0,1,0,0,0,1,0,1,0,1,0,0,1
1.787102886,1,0,1,0,0,0,1,0,1,0,1,0,0,1
1.910254369,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1.7875964330000003,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1.7924789680000002,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1.715516535,1,0,1,0,0,0,1,0,1,1,1,1,1,1
1.710138716,1,0,1,0,0,0,1,0,1,1,1,1,1,1
1.7168385210000001,1,0,1,0,0,0,1,0,1,1,1,1,1,1
1.7042824609999998,1,0,1,0,0,0,1,0,1,1,1,1,1,0
1.703150621,1,0,1,0,0,0,1,0,1,1,1,1,1,0
1.724689685,1,0,1,0,0,0,1,0,1,1,1,1,1,0
1.7191869400000002,1,0,1,0,0,0,1,0,1,0,1,1,0,1
1.6951331769999998,1,0,1,0,0,0,1,0,1,0,1,1,0,1
1.700774262,1,0,1,0,0,0,1,0,1,0,1,1,0,1
1.721551593,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1.6994657320000002,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1.706309596,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1.836301072,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1.825247368,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1.8149988550000002,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1.8533016500000001,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1.834357075,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1.850629856,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1.7140655949999999,1,0,1,0,0,0,1,0,1,1,0,1,1,1
1.7098939279999998,1,0,1,0,0,0,1,0,1,1,0,1,1,1
1.697506546,1,0,1,0,0,0,1,0,1,1,0,1,1,1
1.7237676,1,0,1,0,0,0,1,0,1,1,0,1,1,0
1.6946984040000002,1,0,1,0,0,0,1,0,1,1,0,1,1,0
1.7178151149999998,1,0,1,0,0,0,1,0,1,1,0,1,1,0
1.5988246380000002,1,0,1,0,0,1,1,1,0,1,0,1,0,1
1.605706723,1,0,1,0,0,1,1,1,0,1,0,1,0,1
1.5970741170000002,1,0,1,0,0,1,1,1,0,1,0,1,0,1
