103-10   4   [5.262716471, 5.350458283999999, 5.330099383]
103-8   5   [5.327373103999999, 5.237545113, 5.285877287]
103-5   4   [3.3844618260000003, 3.464496118, 3.472057234]
103-14   3   [3.4366725689999997, 3.419574435, 3.437022625]
103-1   5   [5.294162904999999, 5.230874729, 5.340776187]
103-12   4   [3.4619886109999998, 3.4659916969999998, 3.499451382]
103-13   3   [3.4165690810000005, 3.4229310479999997, 3.427846269]
103-3   4   [5.246258176, 5.744755001, 5.372930609]
103-9   4   [5.360775082, 5.215014701, 5.32869235]
103-7   3   [3.496508786, 3.448414175, 3.463542661]
103-2   5   [5.443973446, 5.351449015, 5.382939912]
103-4   5   [3.4788729579999997, 3.503259616, 3.485350109]
103-15   2   [3.428846692, 3.434153181, 3.4267795640000003]
103-6   4   [3.4452935890000003, 3.4610701429999997, 3.427072602]
103-0   6   [5.5585510110000005, 5.24342996, 5.374521196]
103-11   3   [5.304300189, 5.329682846, 5.35539797]
10-10   7   [5.112775002, 5.226084155, 5.144100205]
10-8   8   [5.237773746, 5.205096938, 5.245631064]
10-5   7   [3.287214793, 3.278529567, 3.276615119]
10-14   6   [3.276425305, 3.359305319, 3.2888971369999997]
10-1   8   [5.135571245, 5.156158488, 5.251765157]
10-12   7   [3.232573212, 3.297763713, 3.280854421]
10-13   6   [3.2891609570000004, 3.317671674, 3.291505344]
10-3   7   [5.15622151, 5.123782479, 5.050056824]
10-9   7   [5.065102323, 5.111732156, 5.13838573]
10-7   6   [3.334273247, 3.2775611039999997, 3.3931239250000003]
10-2   8   [5.137327776, 5.181276041, 5.103096239]
10-4   8   [3.324021919, 3.33051135, 3.2499408360000004]
10-15   5   [3.3289814609999997, 3.322255381, 3.311730131]
10-6   7   [3.272955021, 3.273707794, 3.264068215]
10-0   9   [5.306478011, 5.159202985, 5.095847998]
10-11   6   [5.109323193, 5.057230791, 5.1316182349999995]
45-10   5   [5.083803481, 5.232065731, 5.0939464249999995]
45-8   6   [5.2637642399999995, 5.304841775, 5.187810104]
45-5   5   [3.388021777, 3.3576857490000003, 3.40888423]
45-14   4   [3.375910169, 3.348947022, 3.367448714]
45-1   6   [5.212701641000001, 5.192359603, 5.170597547]
45-12   5   [3.389506348, 3.32697944, 3.357973827]
45-13   4   [3.4036535290000005, 3.369093935, 3.367697944]
45-3   5   [5.163598552, 5.375378422000001, 5.335941283]
45-9   5   [5.237692773, 5.1522480999999996, 5.153443076]
45-7   4   [3.3651657490000004, 3.343126869, 3.676607448]
45-2   6   [5.269908983, 5.163771333, 5.1705178830000005]
45-4   6   [3.332459905, 3.372620013, 3.37694758]
45-15   3   [3.5089346839999997, 3.378972025, 3.391226797]
45-6   5   [3.324271312, 4.210737215, 3.403922642]
45-0   7   [5.33928935, 5.180899919, 5.187591747]
45-11   4   [5.2314630399999995, 5.085046739, 5.114379769999999]
73-10   6   [5.261444254, 5.173684431, 5.222296238]
73-8   7   [5.356699561, 5.166204352, 5.230766965]
73-5   6   [3.350886689, 3.354181781, 3.4007641019999997]
73-14   5   [3.545185957, 3.385559638, 3.352736816]
73-1   7   [5.232865825, 5.180743835, 5.182516888]
73-12   6   [3.3678460470000005, 3.331431076, 3.335869432]
73-13   5   [3.3610713770000005, 3.352826836, 3.363838835]
73-3   6   [5.272634711, 5.244592396, 5.278879558]
73-9   6   [5.375758587, 5.274746883, 5.248811010000001]
73-7   5   [3.339319149, 3.432401605, 3.36287265]
73-2   7   [5.1592728249999995, 5.267635083, 5.278412815]
73-4   7   [3.3716507339999997, 3.426410073, 3.3414207859999996]
73-15   4   [3.3845265569999996, 3.32691882, 3.3540595470000003]
73-6   6   [3.3389250830000003, 3.325100696, 3.360574129]
73-0   8   [5.178995416999999, 5.2470476040000005, 5.195221148]
73-11   5   [5.247772869, 5.209876417, 5.141499697]
8-10   8   [5.165955501, 5.173024460000001, 5.040555573]
8-8   9   [5.253230139999999, 5.194008731, 5.139934863]
8-5   8   [3.31712939, 3.273270578, 3.302673942]
8-14   7   [3.316624469, 3.3270690849999998, 3.305396718]
8-1   9   [5.175855059, 5.265146093, 5.205560107]
8-12   8   [3.261199303, 3.2678745169999996, 3.285529464]
8-13   7   [3.2596078, 3.2483227699999997, 3.262408568]
8-3   8   [5.169380192, 5.111775939, 5.178763626]
8-9   8   [5.198564933, 5.27270177, 5.170064082]
8-7   7   [3.309313317, 3.321529361, 3.302209346]
8-2   9   [5.18303155, 5.094002343, 5.156435355]
8-4   9   [3.313836736, 3.289030064, 3.2955801659999997]
8-15   6   [3.2561087730000002, 3.280097435, 3.269734957]
8-6   8   [3.3049254699999997, 3.2952390229999997, 3.277413553]
8-0   10   [5.206489143, 5.235093752, 5.056141968]
8-11   7   [5.160054747999999, 5.190014992, 5.16312089]
70-10   6   [5.218783597000001, 5.276339559, 5.17594927]
70-8   7   [5.387940071, 5.216367977, 5.293091565]
70-5   6   [3.478207808, 3.378524932, 3.425071106]
70-14   5   [3.462738743, 3.389000614, 3.446939779]
70-1   7   [5.309723749, 5.366274864999999, 5.319786294]
70-12   6   [3.363617569, 3.479792155, 3.381886693]
70-13   5   [3.334912199, 3.342527027, 3.387124929]
70-3   6   [5.305202783, 5.2114610599999995, 5.225999054]
70-9   6   [5.260356513, 5.3114027, 5.352531432999999]
70-7   5   [3.4345210440000002, 3.407556821, 3.393471612]
70-2   7   [5.233887778, 5.242179674, 5.240146342]
70-4   7   [3.36091431, 3.415958515, 3.426536043]
70-15   4   [3.411887352, 3.393651674, 3.3326232239999998]
70-6   6   [3.430444708, 3.3538134690000003, 3.5405382600000004]
70-0   8   [5.2826643650000005, 5.286321930000001, 5.194470549999999]
70-11   5   [5.215795057, 5.291078583, 5.514279684]
50-10   6   [5.106845925, 5.042509653000001, 5.027606242]
50-8   7   [5.105423561, 4.985270365, 5.0565618]
50-5   6   [3.219093335, 3.21082421, 3.218323766]
50-14   5   [3.188503898, 3.485510125, 3.157734605]
50-1   7   [5.167000755, 5.001517871, 5.058034348]
50-12   6   [3.185598638, 3.1623952959999997, 3.141980323]
50-13   5   [3.2700051439999998, 3.197199914, 3.218970092]
50-3   6   [5.0718035420000005, 5.161558716, 5.035008528]
50-9   6   [5.0581931309999995, 5.210870313, 5.07223942]
50-7   5   [3.218942562, 3.1830710310000003, 3.197954261]
50-2   7   [5.042200007, 5.382026724999999, 5.04725164]
50-4   7   [3.2641393759999997, 3.3308981710000003, 3.2655249680000002]
50-15   4   [3.206494729, 3.199742257, 3.1843987819999997]
50-6   6   [3.206807951, 3.14072879, 3.1953746339999998]
50-0   8   [5.042936266, 5.056968689, 5.09066513]
50-11   5   [5.046324423000001, 5.121590918, 5.053275317000001]
20-10   7   [5.088826395, 5.110501613, 5.0978170800000004]
20-8   8   [5.0337997560000005, 5.052191763000001, 5.12463051]
20-5   7   [3.2078544950000003, 3.19190396, 3.2780701860000003]
20-14   6   [3.150140519, 3.193972147, 3.182115473]
20-1   8   [5.146811233999999, 5.167298474, 5.022556987000001]
20-12   7   [3.174159678, 3.1499394599999997, 3.2240840289999997]
20-13   6   [3.1882244809999998, 3.23264176, 3.184407985]
20-3   7   [5.020520613, 4.979885454000001, 5.1465239050000005]
20-9   7   [5.054049096, 5.128526833, 5.024345847]
20-7   6   [3.414482325, 3.1953057990000002, 3.171801533]
20-2   8   [4.99018732, 5.0801511349999995, 5.133193489]
20-4   8   [3.186560562, 3.235576156, 3.237109964]
20-15   5   [3.1620013790000003, 3.171709639, 3.173232138]
20-6   7   [3.23912215, 3.189343879, 3.213969949]
20-0   9   [5.034759459, 5.131924895999999, 5.034328951]
20-11   6   [5.0026264099999995, 5.012500755, 5.098279114]
43-10   5   [5.242515084, 5.1991872159999994, 5.129762314]
43-8   6   [5.145589241, 5.149869913, 5.205671496000001]
43-5   5   [3.367938265, 3.3545606, 3.428938296]
43-14   4   [3.3270072799999997, 3.3145806550000003, 3.344679936]
43-1   6   [5.357287187, 5.241672316000001, 5.13820115]
43-12   5   [3.358792516, 3.572647794, 3.336379509]
43-13   4   [3.3597390359999997, 3.346538706, 3.306440604]
43-3   5   [5.2579642, 5.239773246, 5.202464746]
43-9   5   [5.222662896999999, 5.368827139, 5.162197455]
43-7   4   [3.3345329350000004, 3.35023252, 3.522421495]
43-2   6   [5.219370124, 5.235833451, 5.247584072]
43-4   6   [3.3419102069999997, 3.341451062, 3.337218598]
43-15   3   [3.343211505, 3.28452917, 3.307378727]
43-6   5   [3.317684058, 3.353855715, 3.380882372]
43-0   7   [5.304405138, 5.167558508, 5.139950860000001]
43-11   4   [5.18232147, 5.15465203, 5.13888199]
116-10   5   [5.0788233830000005, 5.015787886999999, 4.990042088]
116-8   6   [5.003889867, 5.078944685000001, 5.004764045]
116-5   5   [3.178177645, 3.145226093, 3.155060134]
116-14   4   [3.182708293, 3.146219674, 3.1902004230000003]
116-1   6   [5.03000911, 4.968588975, 5.026669343]
116-12   5   [3.2265151530000002, 3.3115119909999997, 3.201455922]
116-13   4   [3.207491926, 3.250525113, 3.202132796]
116-3   5   [5.097390975, 5.106615552, 5.138284966]
116-9   5   [5.051198347, 5.079941548, 5.066960429]
116-7   4   [3.246267899, 3.198964869, 3.2108204799999998]
116-2   6   [5.077973461, 5.1115050669999995, 5.090237213]
116-4   6   [3.291646651, 3.149619786, 3.168321758]
116-15   3   [3.1761940070000003, 3.188161063, 3.208210432]
116-6   5   [3.2013982690000002, 3.146146953, 3.2286138419999997]
116-0   7   [5.057868064, 5.078101124, 5.140970275]
116-11   4   [5.1016928870000005, 5.0117009569999995, 5.120368630000001]
113-10   5   [5.070397428, 5.074379803, 5.077988969000001]
113-8   6   [4.979897468, 5.008383821, 5.000951934000001]
113-5   5   [3.271713363, 3.210397532, 3.22010181]
113-14   4   [3.217116473, 3.182392632, 3.1645265900000004]
113-1   6   [5.137534872, 5.089997508, 5.05593747]
113-12   5   [3.293516858, 3.3631501000000004, 3.18091349]
113-13   4   [3.205262824, 3.215486652, 3.1737499199999997]
113-3   5   [5.083270258000001, 5.137751634000001, 5.133428076]
113-9   5   [5.036425943, 5.105040989, 4.982950257000001]
113-7   4   [3.198079248, 3.199822028, 3.20036851]
113-2   6   [5.133236171, 5.208152394, 5.015869679]
113-4   6   [3.200496218, 3.203237666, 3.206686795]
113-15   3   [3.130778621, 3.201393526, 3.160923202]
113-6   5   [3.140667359, 3.181595984, 3.162482225]
113-0   7   [4.994892544, 5.1040591850000006, 5.107574522999999]
113-11   4   [5.093289943, 5.123734750000001, 5.246731483]
109-10   4   [5.3706276090000005, 5.217657276000001, 5.323731969]
109-8   5   [5.203035457, 5.332521028, 5.184335722]
109-5   4   [3.370814487, 3.390676784, 3.365252694]
109-14   3   [3.326421319, 3.416153423, 3.323200304]
