time, dealer.replace_card,dealer.update_game,dealer.output_scores,dealer.create_stacks,dealer.create_deck,dealer.simulate_game,dealer.__init__,main.main,main.generate_players,main.generate_dealer,player.get_index_of_closest_stack,player.choose_correct_stack,player.discard,player.__init__
0.004339803000000003,1,1,0,0,1,1,1,1,0,1,1,0,1,0
0.004154422000000019,1,1,0,0,1,1,1,1,0,1,1,0,1,0
0.004859756000000021,1,1,0,0,1,1,1,1,0,1,1,0,1,0
0.004960051999999993,1,1,0,0,1,1,1,1,0,1,1,0,0,0
0.0049294470000000035,1,1,0,0,1,1,1,1,0,1,1,0,0,0
0.004275015000000021,1,1,0,0,1,1,1,1,0,1,1,0,0,0
0.004224315000000006,1,1,0,0,1,1,1,1,0,1,0,1,0,1
0.004283396999999994,1,1,0,0,1,1,1,1,0,1,0,1,0,1
0.004927060000000011,1,1,0,0,1,1,1,1,0,1,0,1,0,1
0.004074382000000015,1,1,0,0,1,1,1,1,0,1,1,1,1,0
0.004071206999999993,1,1,0,0,1,1,1,1,0,1,1,1,1,0
0.004142571999999983,1,1,0,0,1,1,1,1,0,1,1,1,1,0
0.004419938000000012,1,1,0,0,1,1,1,1,0,1,0,0,0,1
0.004426445000000001,1,1,0,0,1,1,1,1,0,1,0,0,0,1
0.004384223999999992,1,1,0,0,1,1,1,1,0,1,0,0,0,1
0.0041328969999999965,1,1,0,0,1,1,1,1,0,1,1,1,0,0
0.004159152999999999,1,1,0,0,1,1,1,1,0,1,1,1,0,0
0.004186864999999984,1,1,0,0,1,1,1,1,0,1,1,1,0,0
0.008584995999999956,1,1,0,0,1,1,1,1,0,1,1,1,0,1
0.004208006000000014,1,1,0,0,1,1,1,1,0,1,1,1,0,1
0.0041547560000000094,1,1,0,0,1,1,1,1,0,1,1,1,0,1
0.004292662000000003,1,1,0,0,1,1,1,1,0,1,0,0,1,1
0.004295013000000014,1,1,0,0,1,1,1,1,0,1,0,0,1,1
0.004309842000000008,1,1,0,0,1,1,1,1,0,1,0,0,1,1
0.004284093000000017,1,1,0,0,1,1,1,1,0,1,1,0,0,1
0.004269870000000009,1,1,0,0,1,1,1,1,0,1,1,0,0,1
0.004328844999999998,1,1,0,0,1,1,1,1,0,1,1,0,0,1
0.00417787,1,1,0,0,1,1,1,1,0,1,0,1,1,1
0.004807537000000001,1,1,0,0,1,1,1,1,0,1,0,1,1,1
0.004183650999999983,1,1,0,0,1,1,1,1,0,1,0,1,1,1
0.0042994590000000055,1,1,0,0,1,1,1,1,0,1,0,0,1,0
0.004271659000000011,1,1,0,0,1,1,1,1,0,1,0,0,1,0
0.004332620000000009,1,1,0,0,1,1,1,1,0,1,0,0,1,0
0.0043185159999999945,1,1,0,0,1,1,1,1,0,1,0,1,0,0
0.004281805999999999,1,1,0,0,1,1,1,1,0,1,0,1,0,0
0.004351653000000011,1,1,0,0,1,1,1,1,0,1,0,1,0,0
0.004032901000000005,1,1,0,0,1,1,1,1,0,1,1,1,1,1
0.004371064000000008,1,1,0,0,1,1,1,1,0,1,1,1,1,1
0.004078724000000006,1,1,0,0,1,1,1,1,0,1,1,1,1,1
0.004121607999999999,1,1,0,0,1,1,1,1,0,1,0,1,1,0
0.004178640999999983,1,1,0,0,1,1,1,1,0,1,0,1,1,0
0.004424455999999993,1,1,0,0,1,1,1,1,0,1,0,1,1,0
0.004496595999999992,1,1,0,0,1,1,1,1,0,1,0,0,0,0
0.004450069000000001,1,1,0,0,1,1,1,1,0,1,0,0,0,0
0.004362227000000024,1,1,0,0,1,1,1,1,0,1,0,0,0,0
0.0041725739999999845,1,1,0,0,1,1,1,1,0,1,1,0,1,1
