time, main.kruskal,main.make_set,main.make_tuple,main.create_nodes,main.convert_to_set,main.output_result,main.main,union_find.union,union_find.find,union_find.add_node,union_find.__init__
3.264068215,0,0,0,1,0,1,0,0,1,1,0
5.306478011,0,0,0,1,0,1,0,0,0,0,0
5.159202985,0,0,0,1,0,1,0,0,0,0,0
5.095847998,0,0,0,1,0,1,0,0,0,0,0
5.109323193,0,0,0,1,0,1,0,1,0,1,1
5.057230791,0,0,0,1,0,1,0,1,0,1,1
5.1316182349999995,0,0,0,1,0,1,0,1,0,1,1
5.083803481,0,1,0,1,1,0,1,1,0,1,0
5.232065731,0,1,0,1,1,0,1,1,0,1,0
5.0939464249999995,0,1,0,1,1,0,1,1,0,1,0
5.2637642399999995,0,1,0,1,1,0,1,1,0,0,0
5.304841775,0,1,0,1,1,0,1,1,0,0,0
5.187810104,0,1,0,1,1,0,1,1,0,0,0
3.388021777,0,1,0,1,1,0,1,0,1,0,1
3.3576857490000003,0,1,0,1,1,0,1,0,1,0,1
3.40888423,0,1,0,1,1,0,1,0,1,0,1
3.375910169,0,1,0,1,1,0,1,1,1,1,0
3.348947022,0,1,0,1,1,0,1,1,1,1,0
3.367448714,0,1,0,1,1,0,1,1,1,1,0
5.212701641000001,0,1,0,1,1,0,1,0,0,0,1
5.192359603,0,1,0,1,1,0,1,0,0,0,1
5.170597547,0,1,0,1,1,0,1,0,0,0,1
3.389506348,0,1,0,1,1,0,1,1,1,0,0
3.32697944,0,1,0,1,1,0,1,1,1,0,0
3.357973827,0,1,0,1,1,0,1,1,1,0,0
3.4036535290000005,0,1,0,1,1,0,1,1,1,0,1
3.369093935,0,1,0,1,1,0,1,1,1,0,1
3.367697944,0,1,0,1,1,0,1,1,1,0,1
5.163598552,0,1,0,1,1,0,1,0,0,1,1
5.375378422000001,0,1,0,1,1,0,1,0,0,1,1
5.335941283,0,1,0,1,1,0,1,0,0,1,1
5.237692773,0,1,0,1,1,0,1,1,0,0,1
5.1522480999999996,0,1,0,1,1,0,1,1,0,0,1
5.153443076,0,1,0,1,1,0,1,1,0,0,1
3.3651657490000004,0,1,0,1,1,0,1,0,1,1,1
3.343126869,0,1,0,1,1,0,1,0,1,1,1
3.676607448,0,1,0,1,1,0,1,0,1,1,1
5.269908983,0,1,0,1,1,0,1,0,0,1,0
5.163771333,0,1,0,1,1,0,1,0,0,1,0
5.1705178830000005,0,1,0,1,1,0,1,0,0,1,0
3.332459905,0,1,0,1,1,0,1,0,1,0,0
3.372620013,0,1,0,1,1,0,1,0,1,0,0
3.37694758,0,1,0,1,1,0,1,0,1,0,0
3.5089346839999997,0,1,0,1,1,0,1,1,1,1,1
3.378972025,0,1,0,1,1,0,1,1,1,1,1
3.391226797,0,1,0,1,1,0,1,1,1,1,1
3.324271312,0,1,0,1,1,0,1,0,1,1,0
4.210737215,0,1,0,1,1,0,1,0,1,1,0
3.403922642,0,1,0,1,1,0,1,0,1,1,0
5.33928935,0,1,0,1,1,0,1,0,0,0,0
5.180899919,0,1,0,1,1,0,1,0,0,0,0
5.187591747,0,1,0,1,1,0,1,0,0,0,0
5.2314630399999995,0,1,0,1,1,0,1,1,0,1,1
5.085046739,0,1,0,1,1,0,1,1,0,1,1
5.114379769999999,0,1,0,1,1,0,1,1,0,1,1
5.261444254,1,0,0,1,0,0,1,1,0,1,0
5.173684431,1,0,0,1,0,0,1,1,0,1,0
5.222296238,1,0,0,1,0,0,1,1,0,1,0
5.356699561,1,0,0,1,0,0,1,1,0,0,0
5.166204352,1,0,0,1,0,0,1,1,0,0,0
5.230766965,1,0,0,1,0,0,1,1,0,0,0
3.350886689,1,0,0,1,0,0,1,0,1,0,1
3.354181781,1,0,0,1,0,0,1,0,1,0,1
3.4007641019999997,1,0,0,1,0,0,1,0,1,0,1
3.545185957,1,0,0,1,0,0,1,1,1,1,0
3.385559638,1,0,0,1,0,0,1,1,1,1,0
3.352736816,1,0,0,1,0,0,1,1,1,1,0
5.232865825,1,0,0,1,0,0,1,0,0,0,1
5.180743835,1,0,0,1,0,0,1,0,0,0,1
5.182516888,1,0,0,1,0,0,1,0,0,0,1
3.3678460470000005,1,0,0,1,0,0,1,1,1,0,0
3.331431076,1,0,0,1,0,0,1,1,1,0,0
3.335869432,1,0,0,1,0,0,1,1,1,0,0
3.3610713770000005,1,0,0,1,0,0,1,1,1,0,1
3.352826836,1,0,0,1,0,0,1,1,1,0,1
3.363838835,1,0,0,1,0,0,1,1,1,0,1
5.272634711,1,0,0,1,0,0,1,0,0,1,1
5.244592396,1,0,0,1,0,0,1,0,0,1,1
5.278879558,1,0,0,1,0,0,1,0,0,1,1
5.375758587,1,0,0,1,0,0,1,1,0,0,1
5.274746883,1,0,0,1,0,0,1,1,0,0,1
5.248811010000001,1,0,0,1,0,0,1,1,0,0,1
3.339319149,1,0,0,1,0,0,1,0,1,1,1
3.432401605,1,0,0,1,0,0,1,0,1,1,1
3.36287265,1,0,0,1,0,0,1,0,1,1,1
5.1592728249999995,1,0,0,1,0,0,1,0,0,1,0
5.267635083,1,0,0,1,0,0,1,0,0,1,0
5.278412815,1,0,0,1,0,0,1,0,0,1,0
3.3716507339999997,1,0,0,1,0,0,1,0,1,0,0
3.426410073,1,0,0,1,0,0,1,0,1,0,0
3.3414207859999996,1,0,0,1,0,0,1,0,1,0,0
3.3845265569999996,1,0,0,1,0,0,1,1,1,1,1
3.32691882,1,0,0,1,0,0,1,1,1,1,1
3.3540595470000003,1,0,0,1,0,0,1,1,1,1,1
3.3389250830000003,1,0,0,1,0,0,1,0,1,1,0
3.325100696,1,0,0,1,0,0,1,0,1,1,0
3.360574129,1,0,0,1,0,0,1,0,1,1,0
5.178995416999999,1,0,0,1,0,0,1,0,0,0,0
5.2470476040000005,1,0,0,1,0,0,1,0,0,0,0
5.195221148,1,0,0,1,0,0,1,0,0,0,0
5.247772869,1,0,0,1,0,0,1,1,0,1,1
5.209876417,1,0,0,1,0,0,1,1,0,1,1
5.141499697,1,0,0,1,0,0,1,1,0,1,1
5.165955501,0,0,0,1,0,0,0,1,0,1,0
5.173024460000001,0,0,0,1,0,0,0,1,0,1,0
5.040555573,0,0,0,1,0,0,0,1,0,1,0
5.253230139999999,0,0,0,1,0,0,0,1,0,0,0
5.194008731,0,0,0,1,0,0,0,1,0,0,0
5.139934863,0,0,0,1,0,0,0,1,0,0,0
3.31712939,0,0,0,1,0,0,0,0,1,0,1
3.273270578,0,0,0,1,0,0,0,0,1,0,1
3.302673942,0,0,0,1,0,0,0,0,1,0,1
3.316624469,0,0,0,1,0,0,0,1,1,1,0
3.3270690849999998,0,0,0,1,0,0,0,1,1,1,0
3.305396718,0,0,0,1,0,0,0,1,1,1,0
5.175855059,0,0,0,1,0,0,0,0,0,0,1
5.265146093,0,0,0,1,0,0,0,0,0,0,1
5.205560107,0,0,0,1,0,0,0,0,0,0,1
3.261199303,0,0,0,1,0,0,0,1,1,0,0
3.2678745169999996,0,0,0,1,0,0,0,1,1,0,0
3.285529464,0,0,0,1,0,0,0,1,1,0,0
3.2596078,0,0,0,1,0,0,0,1,1,0,1
3.2483227699999997,0,0,0,1,0,0,0,1,1,0,1
3.262408568,0,0,0,1,0,0,0,1,1,0,1
5.169380192,0,0,0,1,0,0,0,0,0,1,1
5.111775939,0,0,0,1,0,0,0,0,0,1,1
5.178763626,0,0,0,1,0,0,0,0,0,1,1
5.198564933,0,0,0,1,0,0,0,1,0,0,1
5.27270177,0,0,0,1,0,0,0,1,0,0,1
5.170064082,0,0,0,1,0,0,0,1,0,0,1
3.309313317,0,0,0,1,0,0,0,0,1,1,1
3.321529361,0,0,0,1,0,0,0,0,1,1,1
3.302209346,0,0,0,1,0,0,0,0,1,1,1
5.18303155,0,0,0,1,0,0,0,0,0,1,0
5.094002343,0,0,0,1,0,0,0,0,0,1,0
5.156435355,0,0,0,1,0,0,0,0,0,1,0
3.313836736,0,0,0,1,0,0,0,0,1,0,0
3.289030064,0,0,0,1,0,0,0,0,1,0,0
3.2955801659999997,0,0,0,1,0,0,0,0,1,0,0
3.2561087730000002,0,0,0,1,0,0,0,1,1,1,1
3.280097435,0,0,0,1,0,0,0,1,1,1,1
3.269734957,0,0,0,1,0,0,0,1,1,1,1
3.3049254699999997,0,0,0,1,0,0,0,0,1,1,0
3.2952390229999997,0,0,0,1,0,0,0,0,1,1,0
3.277413553,0,0,0,1,0,0,0,0,1,1,0
5.206489143,0,0,0,1,0,0,0,0,0,0,0
5.235093752,0,0,0,1,0,0,0,0,0,0,0
5.056141968,0,0,0,1,0,0,0,0,0,0,0
5.160054747999999,0,0,0,1,0,0,0,1,0,1,1
5.190014992,0,0,0,1,0,0,0,1,0,1,1
5.16312089,0,0,0,1,0,0,0,1,0,1,1
5.218783597000001,1,0,0,0,1,1,0,1,0,1,0
5.276339559,1,0,0,0,1,1,0,1,0,1,0
5.17594927,1,0,0,0,1,1,0,1,0,1,0
5.387940071,1,0,0,0,1,1,0,1,0,0,0
5.216367977,1,0,0,0,1,1,0,1,0,0,0
5.293091565,1,0,0,0,1,1,0,1,0,0,0
3.478207808,1,0,0,0,1,1,0,0,1,0,1
3.378524932,1,0,0,0,1,1,0,0,1,0,1
3.425071106,1,0,0,0,1,1,0,0,1,0,1
3.462738743,1,0,0,0,1,1,0,1,1,1,0
3.389000614,1,0,0,0,1,1,0,1,1,1,0
3.446939779,1,0,0,0,1,1,0,1,1,1,0
5.309723749,1,0,0,0,1,1,0,0,0,0,1
5.366274864999999,1,0,0,0,1,1,0,0,0,0,1
5.319786294,1,0,0,0,1,1,0,0,0,0,1
3.363617569,1,0,0,0,1,1,0,1,1,0,0
3.479792155,1,0,0,0,1,1,0,1,1,0,0
3.381886693,1,0,0,0,1,1,0,1,1,0,0
3.334912199,1,0,0,0,1,1,0,1,1,0,1
3.342527027,1,0,0,0,1,1,0,1,1,0,1
3.387124929,1,0,0,0,1,1,0,1,1,0,1
5.305202783,1,0,0,0,1,1,0,0,0,1,1
5.2114610599999995,1,0,0,0,1,1,0,0,0,1,1
5.225999054,1,0,0,0,1,1,0,0,0,1,1
5.260356513,1,0,0,0,1,1,0,1,0,0,1
5.3114027,1,0,0,0,1,1,0,1,0,0,1
5.352531432999999,1,0,0,0,1,1,0,1,0,0,1
3.4345210440000002,1,0,0,0,1,1,0,0,1,1,1
3.407556821,1,0,0,0,1,1,0,0,1,1,1
3.393471612,1,0,0,0,1,1,0,0,1,1,1
5.233887778,1,0,0,0,1,1,0,0,0,1,0
5.242179674,1,0,0,0,1,1,0,0,0,1,0
5.240146342,1,0,0,0,1,1,0,0,0,1,0
3.36091431,1,0,0,0,1,1,0,0,1,0,0
3.415958515,1,0,0,0,1,1,0,0,1,0,0
3.426536043,1,0,0,0,1,1,0,0,1,0,0
3.411887352,1,0,0,0,1,1,0,1,1,1,1
3.393651674,1,0,0,0,1,1,0,1,1,1,1
3.3326232239999998,1,0,0,0,1,1,0,1,1,1,1
3.430444708,1,0,0,0,1,1,0,0,1,1,0
3.3538134690000003,1,0,0,0,1,1,0,0,1,1,0
3.5405382600000004,1,0,0,0,1,1,0,0,1,1,0
5.2826643650000005,1,0,0,0,1,1,0,0,0,0,0
5.286321930000001,1,0,0,0,1,1,0,0,0,0,0
5.194470549999999,1,0,0,0,1,1,0,0,0,0,0
5.215795057,1,0,0,0,1,1,0,1,0,1,1
5.291078583,1,0,0,0,1,1,0,1,0,1,1
5.514279684,1,0,0,0,1,1,0,1,0,1,1
5.106845925,0,1,1,0,0,1,0,1,0,1,0
5.042509653000001,0,1,1,0,0,1,0,1,0,1,0
5.027606242,0,1,1,0,0,1,0,1,0,1,0
5.105423561,0,1,1,0,0,1,0,1,0,0,0
4.985270365,0,1,1,0,0,1,0,1,0,0,0
5.0565618,0,1,1,0,0,1,0,1,0,0,0
3.219093335,0,1,1,0,0,1,0,0,1,0,1
3.21082421,0,1,1,0,0,1,0,0,1,0,1
3.218323766,0,1,1,0,0,1,0,0,1,0,1
3.188503898,0,1,1,0,0,1,0,1,1,1,0
3.485510125,0,1,1,0,0,1,0,1,1,1,0
3.157734605,0,1,1,0,0,1,0,1,1,1,0
5.167000755,0,1,1,0,0,1,0,0,0,0,1
5.001517871,0,1,1,0,0,1,0,0,0,0,1
5.058034348,0,1,1,0,0,1,0,0,0,0,1
3.185598638,0,1,1,0,0,1,0,1,1,0,0
3.1623952959999997,0,1,1,0,0,1,0,1,1,0,0
3.141980323,0,1,1,0,0,1,0,1,1,0,0
3.2700051439999998,0,1,1,0,0,1,0,1,1,0,1
3.197199914,0,1,1,0,0,1,0,1,1,0,1
3.218970092,0,1,1,0,0,1,0,1,1,0,1
5.0718035420000005,0,1,1,0,0,1,0,0,0,1,1
5.161558716,0,1,1,0,0,1,0,0,0,1,1
5.035008528,0,1,1,0,0,1,0,0,0,1,1
5.0581931309999995,0,1,1,0,0,1,0,1,0,0,1
5.210870313,0,1,1,0,0,1,0,1,0,0,1
5.07223942,0,1,1,0,0,1,0,1,0,0,1
3.218942562,0,1,1,0,0,1,0,0,1,1,1
3.1830710310000003,0,1,1,0,0,1,0,0,1,1,1
3.197954261,0,1,1,0,0,1,0,0,1,1,1
5.042200007,0,1,1,0,0,1,0,0,0,1,0
5.382026724999999,0,1,1,0,0,1,0,0,0,1,0
5.04725164,0,1,1,0,0,1,0,0,0,1,0
3.2641393759999997,0,1,1,0,0,1,0,0,1,0,0
3.3308981710000003,0,1,1,0,0,1,0,0,1,0,0
3.2655249680000002,0,1,1,0,0,1,0,0,1,0,0
3.206494729,0,1,1,0,0,1,0,1,1,1,1
3.199742257,0,1,1,0,0,1,0,1,1,1,1
3.1843987819999997,0,1,1,0,0,1,0,1,1,1,1
3.206807951,0,1,1,0,0,1,0,0,1,1,0
3.14072879,0,1,1,0,0,1,0,0,1,1,0
3.1953746339999998,0,1,1,0,0,1,0,0,1,1,0
5.042936266,0,1,1,0,0,1,0,0,0,0,0
5.056968689,0,1,1,0,0,1,0,0,0,0,0
5.09066513,0,1,1,0,0,1,0,0,0,0,0
5.046324423000001,0,1,1,0,0,1,0,1,0,1,1
5.121590918,0,1,1,0,0,1,0,1,0,1,1
5.053275317000001,0,1,1,0,0,1,0,1,0,1,1
5.088826395,0,0,1,0,1,0,0,1,0,1,0
5.110501613,0,0,1,0,1,0,0,1,0,1,0
5.0978170800000004,0,0,1,0,1,0,0,1,0,1,0
5.0337997560000005,0,0,1,0,1,0,0,1,0,0,0
5.052191763000001,0,0,1,0,1,0,0,1,0,0,0
5.12463051,0,0,1,0,1,0,0,1,0,0,0
3.2078544950000003,0,0,1,0,1,0,0,0,1,0,1
3.19190396,0,0,1,0,1,0,0,0,1,0,1
3.2780701860000003,0,0,1,0,1,0,0,0,1,0,1
3.150140519,0,0,1,0,1,0,0,1,1,1,0
3.193972147,0,0,1,0,1,0,0,1,1,1,0
3.182115473,0,0,1,0,1,0,0,1,1,1,0
5.146811233999999,0,0,1,0,1,0,0,0,0,0,1
5.167298474,0,0,1,0,1,0,0,0,0,0,1
5.022556987000001,0,0,1,0,1,0,0,0,0,0,1
3.174159678,0,0,1,0,1,0,0,1,1,0,0
3.1499394599999997,0,0,1,0,1,0,0,1,1,0,0
3.2240840289999997,0,0,1,0,1,0,0,1,1,0,0
3.1882244809999998,0,0,1,0,1,0,0,1,1,0,1
3.23264176,0,0,1,0,1,0,0,1,1,0,1
3.184407985,0,0,1,0,1,0,0,1,1,0,1
5.020520613,0,0,1,0,1,0,0,0,0,1,1
4.979885454000001,0,0,1,0,1,0,0,0,0,1,1
5.1465239050000005,0,0,1,0,1,0,0,0,0,1,1
5.054049096,0,0,1,0,1,0,0,1,0,0,1
5.128526833,0,0,1,0,1,0,0,1,0,0,1
5.024345847,0,0,1,0,1,0,0,1,0,0,1
3.414482325,0,0,1,0,1,0,0,0,1,1,1
3.1953057990000002,0,0,1,0,1,0,0,0,1,1,1
3.171801533,0,0,1,0,1,0,0,0,1,1,1
4.99018732,0,0,1,0,1,0,0,0,0,1,0
5.0801511349999995,0,0,1,0,1,0,0,0,0,1,0
5.133193489,0,0,1,0,1,0,0,0,0,1,0
3.186560562,0,0,1,0,1,0,0,0,1,0,0
3.235576156,0,0,1,0,1,0,0,0,1,0,0
3.237109964,0,0,1,0,1,0,0,0,1,0,0
3.1620013790000003,0,0,1,0,1,0,0,1,1,1,1
3.171709639,0,0,1,0,1,0,0,1,1,1,1
3.173232138,0,0,1,0,1,0,0,1,1,1,1
3.23912215,0,0,1,0,1,0,0,0,1,1,0
3.189343879,0,0,1,0,1,0,0,0,1,1,0
3.213969949,0,0,1,0,1,0,0,0,1,1,0
5.034759459,0,0,1,0,1,0,0,0,0,0,0
5.131924895999999,0,0,1,0,1,0,0,0,0,0,0
5.034328951,0,0,1,0,1,0,0,0,0,0,0
5.0026264099999995,0,0,1,0,1,0,0,1,0,1,1
5.012500755,0,0,1,0,1,0,0,1,0,1,1
5.098279114,0,0,1,0,1,0,0,1,0,1,1
5.242515084,0,1,0,1,0,1,1,1,0,1,0
5.1991872159999994,0,1,0,1,0,1,1,1,0,1,0
5.129762314,0,1,0,1,0,1,1,1,0,1,0
5.145589241,0,1,0,1,0,1,1,1,0,0,0
5.149869913,0,1,0,1,0,1,1,1,0,0,0
5.205671496000001,0,1,0,1,0,1,1,1,0,0,0
3.367938265,0,1,0,1,0,1,1,0,1,0,1
3.3545606,0,1,0,1,0,1,1,0,1,0,1
3.428938296,0,1,0,1,0,1,1,0,1,0,1
3.3270072799999997,0,1,0,1,0,1,1,1,1,1,0
3.3145806550000003,0,1,0,1,0,1,1,1,1,1,0
3.344679936,0,1,0,1,0,1,1,1,1,1,0
5.357287187,0,1,0,1,0,1,1,0,0,0,1
5.241672316000001,0,1,0,1,0,1,1,0,0,0,1
5.13820115,0,1,0,1,0,1,1,0,0,0,1
3.358792516,0,1,0,1,0,1,1,1,1,0,0
3.572647794,0,1,0,1,0,1,1,1,1,0,0
3.336379509,0,1,0,1,0,1,1,1,1,0,0
3.3597390359999997,0,1,0,1,0,1,1,1,1,0,1
3.346538706,0,1,0,1,0,1,1,1,1,0,1
3.306440604,0,1,0,1,0,1,1,1,1,0,1
5.2579642,0,1,0,1,0,1,1,0,0,1,1
5.239773246,0,1,0,1,0,1,1,0,0,1,1
5.202464746,0,1,0,1,0,1,1,0,0,1,1
5.222662896999999,0,1,0,1,0,1,1,1,0,0,1
5.368827139,0,1,0,1,0,1,1,1,0,0,1
5.162197455,0,1,0,1,0,1,1,1,0,0,1
3.3345329350000004,0,1,0,1,0,1,1,0,1,1,1
3.35023252,0,1,0,1,0,1,1,0,1,1,1
3.522421495,0,1,0,1,0,1,1,0,1,1,1
5.219370124,0,1,0,1,0,1,1,0,0,1,0
5.235833451,0,1,0,1,0,1,1,0,0,1,0
5.247584072,0,1,0,1,0,1,1,0,0,1,0
3.3419102069999997,0,1,0,1,0,1,1,0,1,0,0
3.341451062,0,1,0,1,0,1,1,0,1,0,0
3.337218598,0,1,0,1,0,1,1,0,1,0,0
3.343211505,0,1,0,1,0,1,1,1,1,1,1
3.28452917,0,1,0,1,0,1,1,1,1,1,1
3.307378727,0,1,0,1,0,1,1,1,1,1,1
3.317684058,0,1,0,1,0,1,1,0,1,1,0
3.353855715,0,1,0,1,0,1,1,0,1,1,0
3.380882372,0,1,0,1,0,1,1,0,1,1,0
5.304405138,0,1,0,1,0,1,1,0,0,0,0
5.167558508,0,1,0,1,0,1,1,0,0,0,0
5.139950860000001,0,1,0,1,0,1,1,0,0,0,0
5.18232147,0,1,0,1,0,1,1,1,0,1,1
5.15465203,0,1,0,1,0,1,1,1,0,1,1
5.13888199,0,1,0,1,0,1,1,1,0,1,1
5.0788233830000005,1,1,1,0,1,0,0,1,0,1,0
5.015787886999999,1,1,1,0,1,0,0,1,0,1,0
4.990042088,1,1,1,0,1,0,0,1,0,1,0
5.003889867,1,1,1,0,1,0,0,1,0,0,0
5.078944685000001,1,1,1,0,1,0,0,1,0,0,0
5.004764045,1,1,1,0,1,0,0,1,0,0,0
3.178177645,1,1,1,0,1,0,0,0,1,0,1
3.145226093,1,1,1,0,1,0,0,0,1,0,1
3.155060134,1,1,1,0,1,0,0,0,1,0,1
3.182708293,1,1,1,0,1,0,0,1,1,1,0
3.146219674,1,1,1,0,1,0,0,1,1,1,0
3.1902004230000003,1,1,1,0,1,0,0,1,1,1,0
5.03000911,1,1,1,0,1,0,0,0,0,0,1
4.968588975,1,1,1,0,1,0,0,0,0,0,1
5.026669343,1,1,1,0,1,0,0,0,0,0,1
3.2265151530000002,1,1,1,0,1,0,0,1,1,0,0
3.3115119909999997,1,1,1,0,1,0,0,1,1,0,0
3.201455922,1,1,1,0,1,0,0,1,1,0,0
3.207491926,1,1,1,0,1,0,0,1,1,0,1
3.250525113,1,1,1,0,1,0,0,1,1,0,1
3.202132796,1,1,1,0,1,0,0,1,1,0,1
5.097390975,1,1,1,0,1,0,0,0,0,1,1
5.106615552,1,1,1,0,1,0,0,0,0,1,1
5.138284966,1,1,1,0,1,0,0,0,0,1,1
5.051198347,1,1,1,0,1,0,0,1,0,0,1
5.079941548,1,1,1,0,1,0,0,1,0,0,1
5.066960429,1,1,1,0,1,0,0,1,0,0,1
3.246267899,1,1,1,0,1,0,0,0,1,1,1
3.198964869,1,1,1,0,1,0,0,0,1,1,1
3.2108204799999998,1,1,1,0,1,0,0,0,1,1,1
5.077973461,1,1,1,0,1,0,0,0,0,1,0
5.1115050669999995,1,1,1,0,1,0,0,0,0,1,0
5.090237213,1,1,1,0,1,0,0,0,0,1,0
3.291646651,1,1,1,0,1,0,0,0,1,0,0
3.149619786,1,1,1,0,1,0,0,0,1,0,0
3.168321758,1,1,1,0,1,0,0,0,1,0,0
3.1761940070000003,1,1,1,0,1,0,0,1,1,1,1
3.188161063,1,1,1,0,1,0,0,1,1,1,1
3.208210432,1,1,1,0,1,0,0,1,1,1,1
3.2013982690000002,1,1,1,0,1,0,0,0,1,1,0
3.146146953,1,1,1,0,1,0,0,0,1,1,0
3.2286138419999997,1,1,1,0,1,0,0,0,1,1,0
5.057868064,1,1,1,0,1,0,0,0,0,0,0
5.078101124,1,1,1,0,1,0,0,0,0,0,0
5.140970275,1,1,1,0,1,0,0,0,0,0,0
5.1016928870000005,1,1,1,0,1,0,0,1,0,1,1
5.0117009569999995,1,1,1,0,1,0,0,1,0,1,1
5.120368630000001,1,1,1,0,1,0,0,1,0,1,1
5.070397428,1,1,1,0,0,0,1,1,0,1,0
5.074379803,1,1,1,0,0,0,1,1,0,1,0
