103-5-10   5   [2.070972044, 2.079187738, 2.097815797]
103-5-8   6   [2.13220897, 2.1642329489999996, 2.133344347]
103-5-5   5   [2.190366602, 2.177503563, 2.136264512]
103-5-14   4   [2.020225503, 2.066417525, 2.056001864]
103-5-1   6   [2.2151121720000004, 2.259358766, 2.186715748]
103-5-12   5   [2.064187826, 2.077978529, 2.0692078400000002]
103-5-13   4   [2.072663866, 2.094866514, 2.092389989]
103-5-3   5   [2.1130912889999998, 2.155546188, 2.165142168]
103-5-9   5   [2.166209161, 2.1002058710000004, 2.177583432]
103-5-7   4   [2.1326012530000003, 2.05509781, 2.076804491]
103-5-2   6   [2.129790066, 2.15837544, 2.15387818]
103-5-4   6   [2.176336826, 2.129927323, 2.116778094]
103-5-15   3   [2.022893632, 2.00613221, 2.0817293770000003]
103-5-6   5   [2.108005567, 2.0809603, 2.097763159]
103-5-0   7   [2.167343711, 2.184090759, 2.161511658]
103-5-11   4   [2.095447334, 2.0570184140000003, 2.0920633239999997]
103-1-10   6   [2.062511611, 2.070016597, 2.068093981]
103-1-8   7   [2.154479834, 2.116000783, 2.117272836]
103-1-5   6   [2.130086458, 2.127935062, 2.1358858759999997]
103-1-14   5   [2.026088503, 2.049417207, 2.04775523]
103-1-1   7   [2.250504045, 2.174798855, 2.1663769879999997]
103-1-12   6   [2.036850799, 2.17313861, 2.113395437]
103-1-13   5   [2.089036285, 2.064183068, 2.068951169]
103-1-3   6   [2.121514018, 2.106227476, 2.172847837]
103-1-9   6   [2.110728983, 2.1410824710000003, 2.1229698630000002]
103-1-7   5   [2.095290792, 2.12188103, 2.084669077]
103-1-2   7   [2.11806484, 2.1250203549999997, 2.150529748]
103-1-4   7   [2.106858956, 2.1305491379999997, 2.095668201]
103-1-15   4   [2.065397553, 2.0323040289999996, 2.0274558060000003]
103-1-6   6   [2.05313379, 2.157438729, 2.15444656]
103-1-0   8   [2.353621879, 2.201473843, 2.16853821]
103-1-11   5   [2.075602778, 2.086289813, 2.076844929]
103-3-10   5   [2.160479555, 2.0824470489999998, 2.1281238670000002]
103-3-8   6   [2.138417767, 2.186211238, 2.1089659469999997]
103-3-5   5   [2.171159474, 2.147995109, 2.082657481]
103-3-14   4   [2.009827417, 2.029998831, 2.057117039]
103-3-1   6   [2.168760618, 2.186571951, 2.183493237]
103-3-12   5   [2.053938972, 2.062748905, 2.071001424]
103-3-13   4   [2.098630709, 2.157735356, 2.111382499]
103-3-3   5   [2.116524963, 2.122732182, 2.1575530720000002]
103-3-9   5   [2.148027096, 2.125545874, 2.11155049]
103-3-7   4   [2.1259706900000004, 2.0842849119999998, 2.052148894]
103-3-2   6   [2.149679022, 2.1545830809999997, 2.108566123]
103-3-4   6   [2.127343352, 2.125238752, 2.309928358]
103-3-15   3   [2.002035441, 2.012298324, 2.020797175]
103-3-6   5   [2.087469776, 2.088261268, 2.071135128]
103-3-0   7   [2.177247658, 2.173351349, 2.171453765]
103-3-11   4   [2.0980641369999997, 2.1963280409999997, 2.1739463299999997]
103-7-10   4   [2.054289142, 2.101899531, 2.080147576]
103-7-8   5   [2.175348588, 2.121014919, 2.108716785]
103-7-5   4   [2.249324845, 2.120404968, 2.139598894]
103-7-14   3   [2.010910308, 2.185193215, 2.045923282]
103-7-1   5   [2.3725411, 2.2367528, 2.171249233]
103-7-12   4   [2.085501182, 2.125086795, 2.208481865]
103-7-13   3   [2.1185209769999997, 2.23652574, 2.131157489]
103-7-3   4   [2.266914729, 2.189380619, 2.297753797]
103-7-9   4   [2.118912929, 2.105948267, 2.138584041]
103-7-7   3   [2.075123563, 2.060604631, 2.120337033]
103-7-2   5   [2.1230097829999997, 2.197078652, 2.171843564]
103-7-4   5   [2.251520125, 2.134545134, 2.137371954]
