time, dealer.replace_card,dealer.update_game,dealer.output_scores,dealer.create_stacks,dealer.create_deck,dealer.simulate_game,dealer.__init__,main.main,main.generate_players,main.generate_dealer,player.get_index_of_closest_stack,player.choose_correct_stack,player.discard,player.__init__
2.297753797,1,1,0,0,1,1,1,1,1,1,0,0,1,1
2.118912929,1,1,0,0,1,1,1,1,1,1,1,0,0,1
2.105948267,1,1,0,0,1,1,1,1,1,1,1,0,0,1
2.138584041,1,1,0,0,1,1,1,1,1,1,1,0,0,1
2.075123563,1,1,0,0,1,1,1,1,1,1,0,1,1,1
2.060604631,1,1,0,0,1,1,1,1,1,1,0,1,1,1
2.120337033,1,1,0,0,1,1,1,1,1,1,0,1,1,1
2.1230097829999997,1,1,0,0,1,1,1,1,1,1,0,0,1,0
2.197078652,1,1,0,0,1,1,1,1,1,1,0,0,1,0
2.171843564,1,1,0,0,1,1,1,1,1,1,0,0,1,0
2.251520125,1,1,0,0,1,1,1,1,1,1,0,1,0,0
2.134545134,1,1,0,0,1,1,1,1,1,1,0,1,0,0
2.137371954,1,1,0,0,1,1,1,1,1,1,0,1,0,0
1.9797617859999999,1,1,0,0,1,1,1,1,1,1,1,1,1,1
2.034120257,1,1,0,0,1,1,1,1,1,1,1,1,1,1
2.055193481,1,1,0,0,1,1,1,1,1,1,1,1,1,1
2.156691512,1,1,0,0,1,1,1,1,1,1,0,1,1,0
2.189740214,1,1,0,0,1,1,1,1,1,1,0,1,1,0
2.1878624479999997,1,1,0,0,1,1,1,1,1,1,0,1,1,0
2.296617007,1,1,0,0,1,1,1,1,1,1,0,0,0,0
2.223936474,1,1,0,0,1,1,1,1,1,1,0,0,0,0
2.235100955,1,1,0,0,1,1,1,1,1,1,0,0,0,0
2.048879863,1,1,0,0,1,1,1,1,1,1,1,0,1,1
2.086861408,1,1,0,0,1,1,1,1,1,1,1,0,1,1
2.0977209770000003,1,1,0,0,1,1,1,1,1,1,1,0,1,1
2.2055125319999997,1,1,0,0,1,1,1,0,1,0,1,0,1,0
2.042392671,1,1,0,0,1,1,1,0,1,0,1,0,1,0
2.128690443,1,1,0,0,1,1,1,0,1,0,1,0,1,0
2.1388954520000003,1,1,0,0,1,1,1,0,1,0,1,0,0,0
2.1291350650000003,1,1,0,0,1,1,1,0,1,0,1,0,0,0
2.157607804,1,1,0,0,1,1,1,0,1,0,1,0,0,0
2.281592072,1,1,0,0,1,1,1,0,1,0,0,1,0,1
2.244017343,1,1,0,0,1,1,1,0,1,0,0,1,0,1
2.165779404,1,1,0,0,1,1,1,0,1,0,0,1,0,1
2.1177156110000004,1,1,0,0,1,1,1,0,1,0,1,1,1,0
2.046231627,1,1,0,0,1,1,1,0,1,0,1,1,1,0
1.9883828080000001,1,1,0,0,1,1,1,0,1,0,1,1,1,0
2.322386186,1,1,0,0,1,1,1,0,1,0,0,0,0,1
2.388774831,1,1,0,0,1,1,1,0,1,0,0,0,0,1
2.4117011369999997,1,1,0,0,1,1,1,0,1,0,0,0,0,1
2.2245194500000003,1,1,0,0,1,1,1,0,1,0,1,1,0,0
2.1639625990000004,1,1,0,0,1,1,1,0,1,0,1,1,0,0
2.115896135,1,1,0,0,1,1,1,0,1,0,1,1,0,0
2.1455742680000003,1,1,0,0,1,1,1,0,1,0,1,1,0,1
2.127005384,1,1,0,0,1,1,1,0,1,0,1,1,0,1
2.165190862,1,1,0,0,1,1,1,0,1,0,1,1,0,1
2.11720269,1,1,0,0,1,1,1,0,1,0,0,0,1,1
2.209563935,1,1,0,0,1,1,1,0,1,0,0,0,1,1
2.152170823,1,1,0,0,1,1,1,0,1,0,0,0,1,1
2.137829855,1,1,0,0,1,1,1,0,1,0,1,0,0,1
2.196255199,1,1,0,0,1,1,1,0,1,0,1,0,0,1
2.274142688,1,1,0,0,1,1,1,0,1,0,1,0,0,1
2.1189307910000004,1,1,0,0,1,1,1,0,1,0,0,1,1,1
2.195157983,1,1,0,0,1,1,1,0,1,0,0,1,1,1
2.137906746,1,1,0,0,1,1,1,0,1,0,0,1,1,1
2.115067117,1,1,0,0,1,1,1,0,1,0,0,0,1,0
2.148469752,1,1,0,0,1,1,1,0,1,0,0,0,1,0
2.1235459349999997,1,1,0,0,1,1,1,0,1,0,0,0,1,0
2.125049976,1,1,0,0,1,1,1,0,1,0,0,1,0,0
2.168444955,1,1,0,0,1,1,1,0,1,0,0,1,0,0
2.166666906,1,1,0,0,1,1,1,0,1,0,0,1,0,0
2.02745431,1,1,0,0,1,1,1,0,1,0,1,1,1,1
2.0274413520000003,1,1,0,0,1,1,1,0,1,0,1,1,1,1
2.068420622,1,1,0,0,1,1,1,0,1,0,1,1,1,1
2.1870715510000003,1,1,0,0,1,1,1,0,1,0,0,1,1,0
2.130449865,1,1,0,0,1,1,1,0,1,0,0,1,1,0
2.074153836,1,1,0,0,1,1,1,0,1,0,0,1,1,0
2.159150398,1,1,0,0,1,1,1,0,1,0,0,0,0,0
2.16776964,1,1,0,0,1,1,1,0,1,0,0,0,0,0
2.161401303,1,1,0,0,1,1,1,0,1,0,0,0,0,0
2.058545389,1,1,0,0,1,1,1,0,1,0,1,0,1,1
2.0783080760000003,1,1,0,0,1,1,1,0,1,0,1,0,1,1
2.0463781880000003,1,1,0,0,1,1,1,0,1,0,1,0,1,1
2.154200568,1,1,0,0,1,1,1,1,0,0,1,0,1,0
2.124668764,1,1,0,0,1,1,1,1,0,0,1,0,1,0
2.106388265,1,1,0,0,1,1,1,1,0,0,1,0,1,0
2.127997908,1,1,0,0,1,1,1,1,0,0,1,0,0,0
2.157149672,1,1,0,0,1,1,1,1,0,0,1,0,0,0
2.156460405,1,1,0,0,1,1,1,1,0,0,1,0,0,0
2.108778665,1,1,0,0,1,1,1,1,0,0,0,1,0,1
2.1527380050000002,1,1,0,0,1,1,1,1,0,0,0,1,0,1
2.107140724,1,1,0,0,1,1,1,1,0,0,0,1,0,1
2.0787067180000003,1,1,0,0,1,1,1,1,0,0,1,1,1,0
2.1006423300000003,1,1,0,0,1,1,1,1,0,0,1,1,1,0
2.022493189,1,1,0,0,1,1,1,1,0,0,1,1,1,0
2.169225966,1,1,0,0,1,1,1,1,0,0,0,0,0,1
2.1652192859999997,1,1,0,0,1,1,1,1,0,0,0,0,0,1
2.3760050919999998,1,1,0,0,1,1,1,1,0,0,0,0,0,1
2.05252903,1,1,0,0,1,1,1,1,0,0,1,1,0,0
2.1874946260000003,1,1,0,0,1,1,1,1,0,0,1,1,0,0
2.224406435,1,1,0,0,1,1,1,1,0,0,1,1,0,0
2.073197999,1,1,0,0,1,1,1,1,0,0,1,1,0,1
2.130882889,1,1,0,0,1,1,1,1,0,0,1,1,0,1
2.1472810609999997,1,1,0,0,1,1,1,1,0,0,1,1,0,1
2.2628321049999998,1,1,0,0,1,1,1,1,0,0,0,0,1,1
2.1797178010000002,1,1,0,0,1,1,1,1,0,0,0,0,1,1
2.158707571,1,1,0,0,1,1,1,1,0,0,0,0,1,1
2.192171475,1,1,0,0,1,1,1,1,0,0,1,0,0,1
2.221089972,1,1,0,0,1,1,1,1,0,0,1,0,0,1
2.12203359,1,1,0,0,1,1,1,1,0,0,1,0,0,1
2.106903848,1,1,0,0,1,1,1,1,0,0,0,1,1,1
2.1210089770000002,1,1,0,0,1,1,1,1,0,0,0,1,1,1
2.086048905,1,1,0,0,1,1,1,1,0,0,0,1,1,1
2.138223171,1,1,0,0,1,1,1,1,0,0,0,0,1,0
2.147412731,1,1,0,0,1,1,1,1,0,0,0,0,1,0
2.162179959,1,1,0,0,1,1,1,1,0,0,0,0,1,0
2.186315325,1,1,0,0,1,1,1,1,0,0,0,1,0,0
2.216547626,1,1,0,0,1,1,1,1,0,0,0,1,0,0
2.205375773,1,1,0,0,1,1,1,1,0,0,0,1,0,0
2.044049563,1,1,0,0,1,1,1,1,0,0,1,1,1,1
2.006541719,1,1,0,0,1,1,1,1,0,0,1,1,1,1
2.0296174220000003,1,1,0,0,1,1,1,1,0,0,1,1,1,1
2.169099759,1,1,0,0,1,1,1,1,0,0,0,1,1,0
2.1307402,1,1,0,0,1,1,1,1,0,0,0,1,1,0
2.113026775,1,1,0,0,1,1,1,1,0,0,0,1,1,0
2.209106998,1,1,0,0,1,1,1,1,0,0,0,0,0,0
2.281452883,1,1,0,0,1,1,1,1,0,0,0,0,0,0
2.249193634,1,1,0,0,1,1,1,1,0,0,0,0,0,0
2.0511439240000002,1,1,0,0,1,1,1,1,0,0,1,0,1,1
2.053594979,1,1,0,0,1,1,1,1,0,0,1,0,1,1
2.072249883,1,1,0,0,1,1,1,1,0,0,1,0,1,1
2.106772417,1,1,0,0,1,1,1,1,1,0,1,0,1,0
2.157769729,1,1,0,0,1,1,1,1,1,0,1,0,1,0
2.097593373,1,1,0,0,1,1,1,1,1,0,1,0,1,0
2.10196946,1,1,0,0,1,1,1,1,1,0,1,0,0,0
2.246559466,1,1,0,0,1,1,1,1,1,0,1,0,0,0
2.1557151709999998,1,1,0,0,1,1,1,1,1,0,1,0,0,0
2.2263917180000004,1,1,0,0,1,1,1,1,1,0,0,1,0,1
2.2099821580000003,1,1,0,0,1,1,1,1,1,0,0,1,0,1
2.1653443070000002,1,1,0,0,1,1,1,1,1,0,0,1,0,1
2.099741957,1,1,0,0,1,1,1,1,1,0,1,1,1,0
2.052999314,1,1,0,0,1,1,1,1,1,0,1,1,1,0
2.071289632,1,1,0,0,1,1,1,1,1,0,1,1,1,0
2.2910492870000003,1,1,0,0,1,1,1,1,1,0,0,0,0,1
2.291388314,1,1,0,0,1,1,1,1,1,0,0,0,0,1
2.286826296,1,1,0,0,1,1,1,1,1,0,0,0,0,1
2.14320825,1,1,0,0,1,1,1,1,1,0,1,1,0,0
2.1280390309999997,1,1,0,0,1,1,1,1,1,0,1,1,0,0
2.063395857,1,1,0,0,1,1,1,1,1,0,1,1,0,0
2.1352152899999997,1,1,0,0,1,1,1,1,1,0,1,1,0,1
2.037720504,1,1,0,0,1,1,1,1,1,0,1,1,0,1
2.172348126,1,1,0,0,1,1,1,1,1,0,1,1,0,1
2.241924713,1,1,0,0,1,1,1,1,1,0,0,0,1,1
2.21631978,1,1,0,0,1,1,1,1,1,0,0,0,1,1
2.154515976,1,1,0,0,1,1,1,1,1,0,0,0,1,1
2.1348640480000003,1,1,0,0,1,1,1,1,1,0,1,0,0,1
2.1227238689999997,1,1,0,0,1,1,1,1,1,0,1,0,0,1
2.182206835,1,1,0,0,1,1,1,1,1,0,1,0,0,1
2.141502648,1,1,0,0,1,1,1,1,1,0,0,1,1,1
2.090060106,1,1,0,0,1,1,1,1,1,0,0,1,1,1
2.06573903,1,1,0,0,1,1,1,1,1,0,0,1,1,1
2.14242473,1,1,0,0,1,1,1,1,1,0,0,0,1,0
2.120041134,1,1,0,0,1,1,1,1,1,0,0,0,1,0
2.108698769,1,1,0,0,1,1,1,1,1,0,0,0,1,0
2.129435163,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2.2057286200000004,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2.183941354,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2.001560398,1,1,0,0,1,1,1,1,1,0,1,1,1,1
2.0164444479999997,1,1,0,0,1,1,1,1,1,0,1,1,1,1
2.069539159,1,1,0,0,1,1,1,1,1,0,1,1,1,1
2.052688897,1,1,0,0,1,1,1,1,1,0,0,1,1,0
2.059092763,1,1,0,0,1,1,1,1,1,0,0,1,1,0
2.063554638,1,1,0,0,1,1,1,1,1,0,0,1,1,0
2.1771707399999998,1,1,0,0,1,1,1,1,1,0,0,0,0,0
2.3185049500000003,1,1,0,0,1,1,1,1,1,0,0,0,0,0
2.196641639,1,1,0,0,1,1,1,1,1,0,0,0,0,0
2.117215187,1,1,0,0,1,1,1,1,1,0,1,0,1,1
2.056796361,1,1,0,0,1,1,1,1,1,0,1,0,1,1
2.0753725440000004,1,1,0,0,1,1,1,1,1,0,1,0,1,1
2.108793092,1,1,0,0,1,1,1,0,0,0,1,0,1,0
2.1580884670000002,1,1,0,0,1,1,1,0,0,0,1,0,1,0
2.17397323,1,1,0,0,1,1,1,0,0,0,1,0,1,0
2.15128218,1,1,0,0,1,1,1,0,0,0,1,0,0,0
2.1483248429999997,1,1,0,0,1,1,1,0,0,0,1,0,0,0
2.178033231,1,1,0,0,1,1,1,0,0,0,1,0,0,0
2.150250931,1,1,0,0,1,1,1,0,0,0,0,1,0,1
2.15113711,1,1,0,0,1,1,1,0,0,0,0,1,0,1
2.11044127,1,1,0,0,1,1,1,0,0,0,0,1,0,1
2.017497826,1,1,0,0,1,1,1,0,0,0,1,1,1,0
2.0209879319999997,1,1,0,0,1,1,1,0,0,0,1,1,1,0
2.076170194,1,1,0,0,1,1,1,0,0,0,1,1,1,0
2.197946626,1,1,0,0,1,1,1,0,0,0,0,0,0,1
2.261034365,1,1,0,0,1,1,1,0,0,0,0,0,0,1
2.246266227,1,1,0,0,1,1,1,0,0,0,0,0,0,1
2.1122216209999998,1,1,0,0,1,1,1,0,0,0,1,1,0,0
2.080385321,1,1,0,0,1,1,1,0,0,0,1,1,0,0
2.122237647,1,1,0,0,1,1,1,0,0,0,1,1,0,0
2.10328195,1,1,0,0,1,1,1,0,0,0,1,1,0,1
2.1100711779999997,1,1,0,0,1,1,1,0,0,0,1,1,0,1
2.0722309379999997,1,1,0,0,1,1,1,0,0,0,1,1,0,1
2.134359293,1,1,0,0,1,1,1,0,0,0,0,0,1,1
2.137264908,1,1,0,0,1,1,1,0,0,0,0,0,1,1
2.114742122,1,1,0,0,1,1,1,0,0,0,0,0,1,1
2.225053038,1,1,0,0,1,1,1,0,0,0,1,0,0,1
2.231233371,1,1,0,0,1,1,1,0,0,0,1,0,0,1
2.238662575,1,1,0,0,1,1,1,0,0,0,1,0,0,1
2.049107796,1,1,0,0,1,1,1,0,0,0,0,1,1,1
2.063387975,1,1,0,0,1,1,1,0,0,0,0,1,1,1
2.053742895,1,1,0,0,1,1,1,0,0,0,0,1,1,1
2.1189064710000003,1,1,0,0,1,1,1,0,0,0,0,0,1,0
2.1097024660000003,1,1,0,0,1,1,1,0,0,0,0,0,1,0
2.1773057380000003,1,1,0,0,1,1,1,0,0,0,0,0,1,0
2.1450315620000002,1,1,0,0,1,1,1,0,0,0,0,1,0,0
2.192328571,1,1,0,0,1,1,1,0,0,0,0,1,0,0
2.199723615,1,1,0,0,1,1,1,0,0,0,0,1,0,0
2.125430444,1,1,0,0,1,1,1,0,0,0,1,1,1,1
2.015226021,1,1,0,0,1,1,1,0,0,0,1,1,1,1
2.004204141,1,1,0,0,1,1,1,0,0,0,1,1,1,1
2.060657667,1,1,0,0,1,1,1,0,0,0,0,1,1,0
2.1655336970000003,1,1,0,0,1,1,1,0,0,0,0,1,1,0
2.054272237,1,1,0,0,1,1,1,0,0,0,0,1,1,0
2.214765505,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2.2329560170000002,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2.155264274,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2.066689618,1,1,0,0,1,1,1,0,0,0,1,0,1,1
2.084998453,1,1,0,0,1,1,1,0,0,0,1,0,1,1
2.0641176949999998,1,1,0,0,1,1,1,0,0,0,1,0,1,1
2.162447517,0,0,0,1,0,1,0,1,0,1,1,0,1,0
2.190521235,0,0,0,1,0,1,0,1,0,1,1,0,1,0
2.2246004790000002,0,0,0,1,0,1,0,1,0,1,1,0,1,0
2.219808027,0,0,0,1,0,1,0,1,0,1,1,0,0,0
2.26134381,0,0,0,1,0,1,0,1,0,1,1,0,0,0
2.286821052,0,0,0,1,0,1,0,1,0,1,1,0,0,0
2.206254458,0,0,0,1,0,1,0,1,0,1,0,1,0,1
2.308426662,0,0,0,1,0,1,0,1,0,1,0,1,0,1
2.345996029,0,0,0,1,0,1,0,1,0,1,0,1,0,1
