3691	4	[0.60648291, 0.6132371670000001, 0.606783478, 0.6039967640000001, 0.61363763, 0.613993195, 0.594365095, 0.6092653290000001, 0.601242779, 0.6138798870000001, 0.60805825, 0.618078811, 0.6060573600000001, 0.607735554, 0.6168908160000001, 0.601460871, 0.6070596210000001, 0.599144895, 0.605438413, 0.603231146, 0.6110842790000001, 0.606947883, 0.615787417, 0.6029047920000001, 0.6084561060000001, 0.6181788859999999, 0.6109694569999999, 0.6261651800000001, 0.6078745480000001, 0.606648913, 0.6060260370000001, 0.608817693, 0.626378847, 0.622400854, 0.606183266, 0.626305758, 0.623142882, 0.6031131000000001, 0.6126969870000001, 0.607983876, ]
3680	7	[0.6018797050000001, 0.615627411, 0.609814021, 0.6145634700000001, 0.5993890749999999, 0.604851085, 0.6162328930000001, 0.613762996, 0.61694948, 0.602070332, 0.623868076, 0.610442886, 0.6057327490000001, 0.6115837590000001, 0.6100993960000001, 0.601656983, 0.605365277, 0.620561809, 0.600449389, 0.617315818, 0.61447857, 0.6074325600000001, 0.619707437, 0.5996621010000001, 0.6089525499999999, 0.604072451, 0.608551297, 0.6114290149999999, 0.619258991, 0.6153662950000001, 0.60832367, 0.6014386680000001, 0.603111425, 0.607269307, 0.6156113000000001, 0.605224113, 0.6057085850000001, 0.6078467980000001, 0.6201243830000001, 0.6064592129999999, ]
1832	7	[0.504545227, 0.502522707, 0.507676792, 0.5081457610000001, 0.504444639, 0.5001808480000001, 0.506092078, 0.504445649, 0.5087779830000001, 0.505034363, 0.512493602, 0.506763254, 0.498936262, 0.500191192, 0.5106009370000001, 0.503352813, 0.5012772320000001, 0.5033304820000001, 0.4981810260000001, 0.5043938720000001, 0.510050683, 0.4949745, 0.521499366, 0.503193359, 0.5235457990000001, 0.5078818190000001, 0.5031150280000001, 0.49507743400000004, 0.504699998, 0.500754409, 0.5054969199999999, 0.5125629780000001, 0.511415546, 0.504541336, 0.518351987, 0.503962394, 0.503722856, 0.50590752, 0.5036420960000001, 0.496107593, ]
3249	6	[0.60033223, 0.60481585, 0.611600621, 0.612184351, 0.616943212, 0.620380538, 0.6145877530000001, 0.6039667530000001, 0.601462421, 0.6155974230000001, 0.605192902, 0.610312478, 0.6055995620000001, 0.622368636, 0.613956213, 0.608260555, 0.611320377, 0.606509118, 0.614515322, 0.619302499, 0.617062344, 0.6030714189999999, 0.6058245500000001, 0.6023230800000001, 0.599802315, 0.6097982720000001, 0.605991742, 0.6209934960000001, 0.6136481610000001, 0.5986942630000001, 0.597033536, 0.610388347, 0.6011153570000001, 0.6062688100000001, 0.6064826809999999, 0.6048384840000001, 0.603616149, 0.6177274500000001, 0.6066780920000001, 0.6041882260000001, ]
3730	6	[0.5511778860000001, 0.549970005, 0.5632888030000001, 0.5812101030000001, 0.551142228, 0.552534058, 0.5595183960000001, 0.567180251, 0.55948209, 0.5519860540000001, 0.5514114800000001, 0.547337698, 0.5519094250000001, 0.5499588080000001, 0.5492853660000001, 0.5490394000000001, 0.5550276110000001, 0.559761019, 0.546232313, 0.5593365450000001, 0.560203333, 0.5502522510000001, 0.5631603709999999, 0.554265182, 0.55699689, 0.561930816, 0.550192325, 0.551239617, 0.5499061660000001, 0.556380434, 0.5522995230000001, 0.5510085920000001, 0.5574356220000001, 0.547380339, 0.5499971260000001, 0.5528171070000001, 0.54680443, 0.5473213299999999, 0.552196074, 0.5555007430000001, ]
2262	6	[0.606195008, 0.617928479, 0.6243283719999999, 0.624660898, 0.6150749560000001, 0.6197770770000001, 0.6073053180000001, 0.627630459, 0.6266313, 0.617363485, 0.613460454, 0.608552451, 0.617031157, 0.6085147230000001, 0.6118205050000001, 0.613041393, 0.625537499, 0.611290415, 0.620780061, 0.6050304710000001, 0.6161268520000001, 0.610940047, 0.613458063, 0.616748777, 0.6158129910000001, 0.611510489, 0.624759836, 0.611656266, 0.613347791, 0.6019061840000001, 0.6088361250000001, 0.6129238640000001, 0.622344765, 0.6200747740000001, 0.612077669, 0.600494642, 0.613914963, 0.6270167080000001, 0.6033779300000001, 0.606409144, ]
4019	3	[0.443592394, 0.44157447000000005, 0.44844024500000007, 0.442130237, 0.444041315, 0.442215065, 0.444045224, 0.43900922200000003, 0.44919901100000004, 0.441585102, 0.44969470800000005, 0.44962053900000004, 0.442943936, 0.4396688860000001, 0.4470742210000001, 0.43774174699999996, 0.44400487800000005, 0.441341664, 0.442763867, 0.44163243, 0.44229400800000007, 0.445051338, 0.444526111, 0.44374306500000005, 0.44463238800000005, 0.4470705750000001, 0.446424596, 0.43772963, 0.4402364860000001, 0.44754586100000004, 0.44533790400000006, 0.441768141, 0.44387580000000004, 0.43952862100000006, 0.44177790000000006, 0.44665923100000005, 0.441313158, 0.443279268, 0.438647787, 0.43612220700000004, ]
4033	5	[0.43850789500000004, 0.448184435, 0.44981668900000005, 0.444730043, 0.44269996, 0.44786088300000004, 0.448017647, 0.438629555, 0.45511966000000004, 0.4464181180000001, 0.445403148, 0.45264812100000007, 0.4484482330000001, 0.454138796, 0.44815060500000004, 0.447027341, 0.4414658660000001, 0.44725606000000007, 0.44701489, 0.442605215, 0.44475591300000006, 0.445408837, 0.44404755800000006, 0.46059413500000007, 0.45544525500000005, 0.44571452, 0.44075224800000007, 0.449763078, 0.44890020500000005, 0.45771197700000005, 0.445407541, 0.45263876900000005, 0.442447562, 0.444822899, 0.4459256250000001, 0.444031668, 0.44441214000000007, 0.457373268, 0.444337391, 0.444741075, ]
981	5	[0.44603730700000005, 0.445510284, 0.45085964000000006, 0.446091003, 0.446267291, 0.447698363, 0.44819213300000005, 0.455140709, 0.450211853, 0.445625013, 0.4453766850000001, 0.449774406, 0.451004843, 0.44702603700000004, 0.4489550050000001, 0.45045585600000004, 0.44097130200000006, 0.45045140100000003, 0.446755135, 0.4451565760000001, 0.44708568600000004, 0.443028354, 0.45025712700000003, 0.44778372099999997, 0.446445083, 0.450904938, 0.452018286, 0.450288499, 0.452152853, 0.444882982, 0.443815606, 0.44457540600000006, 0.448821044, 0.44593094, 0.446402499, 0.451884332, 0.446982533, 0.45198568400000005, 0.44726545700000003, 0.45345536399999997, ]
2958	5	[0.443486538, 0.442659693, 0.44419246900000003, 0.44259993000000003, 0.443429659, 0.4396451460000001, 0.4462597770000001, 0.445827604, 0.43746088499999997, 0.44335869600000005, 0.44378874000000007, 0.4401215850000001, 0.45058855, 0.4399179450000001, 0.4424956940000001, 0.444353946, 0.46368319700000005, 0.44920629300000003, 0.448977192, 0.444803025, 0.45188007900000005, 0.44629748900000005, 0.450234497, 0.43915274099999996, 0.443345174, 0.44458374200000006, 0.448589645, 0.4427169080000001, 0.444772404, 0.44475057300000004, 0.44801024500000003, 0.43601995400000004, 0.4415202160000001, 0.440336367, 0.44444017500000005, 0.446169789, 0.449872942, 0.44431108100000005, 0.44029343800000004, 0.444357663, ]
920	7	[0.4418869120000001, 0.441619389, 0.448019008, 0.44545884900000005, 0.43841548500000005, 0.439643398, 0.44786210800000004, 0.449056918, 0.43650891199999997, 0.44319873800000004, 0.44050755700000005, 0.443831947, 0.444363712, 0.43975853899999995, 0.441141003, 0.44355872, 0.44465025300000005, 0.446915071, 0.446527043, 0.445104807, 0.446469166, 0.44260074800000004, 0.44595263, 0.441840076, 0.444728684, 0.44778119600000005, 0.44891815999999996, 0.448767564, 0.45182513800000007, 0.448160893, 0.443388878, 0.44399488200000004, 0.43934605, 0.450661505, 0.4449558210000001, 0.43671796100000004, 0.4459174510000001, 0.44250597700000005, 0.4442973190000001, 0.4438393560000001, ]
2200	8	[0.6184344750000002, 0.607673712, 0.61984514, 0.618206158, 0.613230417, 0.6081603130000001, 0.611011333, 0.612009918, 0.6213066490000001, 0.602704511, 0.6121996940000001, 0.6168652649999999, 0.6169363370000001, 0.612711624, 0.612058505, 0.608489746, 0.6146784660000001, 0.60323983, 0.613046456, 0.61622098, 0.61278529, 0.602507978, 0.6189584340000001, 0.640884497, 0.603625759, 0.609202258, 0.605644913, 0.611860233, 0.6175685560000002, 0.6092211940000001, 0.602012985, 0.597509352, 0.6004792900000001, 0.606325482, 0.618872002, 0.6117067010000001, 0.6044859819999999, 0.611952587, 0.619436573, 0.614253574, ]
861	5	[0.49633452400000005, 0.49643494700000007, 0.5109986770000001, 0.49451911900000006, 0.49663098600000005, 0.5019098790000001, 0.498944274, 0.497504683, 0.5028849780000001, 0.5002564440000001, 0.4975991230000001, 0.49763781400000007, 0.498797436, 0.49901065000000006, 0.519079501, 0.4946619220000001, 0.495360053, 0.512057219, 0.49085700300000007, 0.497704378, 0.4952457410000001, 0.509220011, 0.496670906, 0.509002848, 0.5001201909999999, 0.503511322, 0.5056257399999999, 0.498996731, 0.48854328300000005, 0.49510433900000006, 0.51069359, 0.49432460200000006, 0.503369941, 0.5085260149999999, 0.503715323, 0.503313486, 0.494461958, 0.4993552970000001, 0.5011761180000001, 0.5026974100000001, ]
2284	6	[0.612068568, 0.611741823, 0.622872053, 0.614084344, 0.604912411, 0.618791688, 0.6198848750000001, 0.6093451820000001, 0.619586498, 0.612614497, 0.621746133, 0.615676836, 0.6097273940000001, 0.6083358489999999, 0.609529804, 0.6171845920000001, 0.621158741, 0.6227339940000001, 0.6113229290000001, 0.610130014, 0.6115463480000001, 0.6063487410000001, 0.6213750140000001, 0.618204805, 0.6125776310000001, 0.6125265660000001, 0.6112889800000001, 0.6064294410000001, 0.626825976, 0.617798956, 0.61014254, 0.613876232, 0.612754278, 0.616794839, 0.6135487420000001, 0.6119571269999999, 0.6155939269999999, 0.6148124699999999, 0.6080706610000001, 0.6093979110000001, ]
