312	8	[0.551896605, 0.558216205, 0.5655441650000002, 0.547244681, 0.567580135, 0.5642161270000001, 0.552263861, 0.558774075, 0.5586282960000001, 0.5535703670000001, 0.54479144, 0.5516668520000001, 0.569298082, 0.55648765, 0.563830131, 0.5594008779999999, 0.5742423400000001, 0.555418791, 0.563204976, 0.5525039, 0.569787474, 0.5540164220000001, 0.5528355309999999, 0.560611425, 0.553235535, 0.5593766250000001, 0.554793139, 0.56549081, 0.570334165, 0.5528927510000001, 0.5581633080000001, 0.558067395, 0.557021881, 0.558507345, 0.573347153, 0.5537435150000001, 0.565064924, 0.565592501, 0.556161704, 0.561565727, ]
1679	5	[0.5638601680000002, 0.554929586, 0.545925991, 0.5493458660000001, 0.555423233, 0.5486079070000001, 0.555600137, 0.5600399920000001, 0.5526369390000001, 0.543956218, 0.554406751, 0.5609773290000001, 0.5618782990000001, 0.555044868, 0.552014377, 0.5512190520000001, 0.5555931520000001, 0.5550319130000001, 0.5484087270000001, 0.551888522, 0.55478801, 0.5512529740000001, 0.5561705590000001, 0.5577819740000001, 0.550053691, 0.5517359070000001, 0.557601695, 0.5464367080000001, 0.553872349, 0.547082705, 0.5543035840000001, 0.5491023660000001, 0.5507035370000001, 0.549756474, 0.549097419, 0.5410511840000001, 0.55885545, 0.550506492, 0.5506693500000001, 0.5546555900000001, ]
3730	6	[0.546725436, 0.555140183, 0.547300438, 0.550167375, 0.5486992940000001, 0.5522253560000001, 0.5545662650000001, 0.557792962, 0.548402127, 0.547393094, 0.553273919, 0.5526055970000001, 0.558298729, 0.5524507890000001, 0.547418589, 0.5436141, 0.5494807810000001, 0.552477536, 0.5543590840000001, 0.546582415, 0.5601962630000001, 0.559538866, 0.5506409030000001, 0.5529533310000001, 0.549510363, 0.543548261, 0.554208724, 0.5489939020000001, 0.557963137, 0.5547987360000001, 0.5554703910000001, 0.550008288, 0.5501666030000001, 0.55399379, 0.554110557, 0.557679872, 0.5513976380000001, 0.553239039, 0.5519160679999999, 0.5508880890000001, ]
247	5	[0.609233686, 0.607362629, 0.613901965, 0.615306794, 0.6055286390000001, 0.6145221240000001, 0.610648176, 0.6150315220000001, 0.624068551, 0.616812406, 0.6065024130000001, 0.5998329830000001, 0.6184972130000002, 0.6145296130000001, 0.610832848, 0.607196007, 0.6092738270000001, 0.6124790070000001, 0.621199071, 0.6088855820000001, 0.615469432, 0.6192587190000001, 0.6260652310000001, 0.6164677380000001, 0.620338673, 0.6059242370000001, 0.6182856210000001, 0.6183347050000001, 0.61257739, 0.60701037, 0.6165422840000001, 0.614904318, 0.6167550470000001, 0.613339107, 0.6236680830000001, 0.604969535, 0.6048020150000001, 0.6006753410000001, 0.618781104, 0.6222810110000001, ]
1908	5	[0.503120403, 0.49975335200000004, 0.494415506, 0.502216648, 0.50558407, 0.4989958490000001, 0.495270967, 0.503500288, 0.5047670799999999, 0.503553379, 0.49869945900000007, 0.498083063, 0.49991348900000004, 0.500179289, 0.5052544120000001, 0.5115453460000001, 0.5086194310000001, 0.5022776250000001, 0.49487465300000005, 0.4995766380000001, 0.500403818, 0.502080633, 0.49775552300000003, 0.5041669040000001, 0.5228212400000001, 0.502733387, 0.5009453589999999, 0.512604882, 0.4944494590000001, 0.502405373, 0.506044236, 0.49473286400000005, 0.5030995500000001, 0.491912513, 0.503959035, 0.49417669999999997, 0.506792267, 0.4916892080000001, 0.49840363300000007, 0.49903830900000007, ]
816	8	[0.5019441630000001, 0.5072406110000001, 0.500811412, 0.504824962, 0.497028224, 0.510417044, 0.501517759, 0.500258883, 0.49933788399999995, 0.504052209, 0.5192611229999999, 0.4963725300000001, 0.503223717, 0.502747503, 0.501824244, 0.508768127, 0.49626757400000004, 0.5254285360000001, 0.5047391130000001, 0.49903290499999997, 0.506688585, 0.49787921700000004, 0.49801024499999996, 0.501756212, 0.49801099800000004, 0.49885689400000005, 0.5158652080000001, 0.496995721, 0.5117115000000001, 0.506995707, 0.5072160220000002, 0.504229977, 0.5059674380000001, 0.499707495, 0.505372497, 0.508864827, 0.5046053140000001, 0.504991432, 0.5084225500000001, 0.49977941800000003, ]
815	5	[0.499951249, 0.5063656670000001, 0.5230788150000001, 0.502918664, 0.5054266250000001, 0.500103799, 0.50457342, 0.5092115509999999, 0.5097776030000001, 0.5012278299999999, 0.49518567900000005, 0.505985345, 0.505082717, 0.5016166360000001, 0.5020131400000001, 0.498374739, 0.501045103, 0.5047445960000001, 0.5044117650000001, 0.509068933, 0.504111054, 0.5025500490000001, 0.494985001, 0.5045741650000001, 0.503899595, 0.505605713, 0.519092746, 0.511692912, 0.510758597, 0.49421204300000005, 0.5227013840000001, 0.506421907, 0.510385925, 0.49857751400000005, 0.509736226, 0.500128028, 0.49982250300000003, 0.49947072900000006, 0.5070368190000001, 0.49685747700000005, ]
617	7	[0.594348482, 0.607889891, 0.6264351340000001, 0.6222905759999999, 0.6178226210000001, 0.5954218820000001, 0.616342405, 0.6040917880000001, 0.612413514, 0.628483429, 0.610751455, 0.602159095, 0.6096829970000001, 0.6010561489999999, 0.6202229080000001, 0.607281975, 0.618467063, 0.6147044070000001, 0.6130600079999999, 0.612392812, 0.611165798, 0.615514184, 0.606910327, 0.6107255680000001, 0.603933214, 0.5974937840000001, 0.60760183, 0.6136614710000001, 0.609900463, 0.610598148, 0.6111855740000001, 0.6067628730000001, 0.610370154, 0.603141182, 0.616538416, 0.612340965, 0.609937629, 0.610821761, 0.6061016670000001, 0.609612424, ]
1338	6	[0.548822339, 0.545480755, 0.5532391780000001, 0.554336559, 0.5721778070000001, 0.5520995639999999, 0.5645242619999999, 0.575670583, 0.553266374, 0.552433231, 0.553156919, 0.558475574, 0.5546334450000001, 0.572151348, 0.554643185, 0.5643133580000002, 0.555458552, 0.5502221599999999, 0.561907767, 0.560841753, 0.554603704, 0.5552528800000001, 0.553325179, 0.562840338, 0.555611492, 0.553436023, 0.5518901270000001, 0.5680361460000001, 0.549122216, 0.558263162, 0.5513917420000001, 0.56064029, 0.5691993320000001, 0.556761205, 0.558126087, 0.5629054210000001, 0.557785239, 0.552920413, 0.568079953, 0.558911441, ]
1590	6	[0.6191329910000001, 0.60980196, 0.616013944, 0.610381343, 0.615367458, 0.599761006, 0.616917072, 0.614677185, 0.617465164, 0.60176268, 0.6183902880000001, 0.611472992, 0.617550175, 0.609913718, 0.6086839350000001, 0.616944603, 0.6089569859999999, 0.606050153, 0.616270195, 0.6015380610000001, 0.608188876, 0.6140134350000002, 0.6124612920000001, 0.6171278280000001, 0.607246874, 0.615962636, 0.613651964, 0.609997326, 0.640832234, 0.6041464810000001, 0.6200546170000001, 0.598202946, 0.602439229, 0.605975631, 0.6361014620000001, 0.621060567, 0.6106957300000001, 0.625451787, 0.6121802430000001, 0.6153514470000001, ]
