1656	6	[0.615398576, 0.622117487, 0.617668674, 0.594934104, 0.6117807319999999, 0.616964709, 0.6034943650000001, 0.6082333209999999, 0.6177032650000001, 0.6071985000000001, 0.5954686499999999, 0.612665448, 0.614649129, 0.6138006420000001, 0.602824961, 0.608336102, 0.6167739120000001, 0.612696938, 0.60768554, 0.604017331, 0.6134312230000001, 0.610643175, 0.613851653, 0.6019851950000001, 0.597423708, 0.6065750560000001, 0.6101507150000001, 0.6123317260000001, 0.607970298, 0.600625306, 0.6095519, 0.6088640920000001, 0.616457234, 0.5974786440000001, 0.6202862200000001, 0.6170149280000001, 0.5940520220000001, 0.624801105, 0.613190798, 0.6094257980000001, ]
3249	6	[0.611601171, 0.6059496209999999, 0.6075330640000001, 0.60817648, 0.6285207660000001, 0.609932129, 0.605280872, 0.6072780950000001, 0.6112024610000001, 0.606593857, 0.6034453820000001, 0.612757003, 0.614455661, 0.6009123940000001, 0.5946912310000001, 0.608230589, 0.60450587, 0.6052058410000001, 0.617533672, 0.615444969, 0.605645234, 0.6326331000000001, 0.6209645100000001, 0.607651513, 0.615276784, 0.6128708540000001, 0.6068929430000001, 0.608422915, 0.622879516, 0.639927231, 0.6057140040000001, 0.6093144880000001, 0.621400038, 0.6124236510000001, 0.6197136400000001, 0.621775238, 0.6109178670000001, 0.614533611, 0.611798187, 0.60635592, ]
3098	7	[0.660518217, 0.674206429, 0.685680807, 0.6693749909999999, 0.678242974, 0.66760175, 0.673176958, 0.6642459399999999, 0.676889165, 0.662838587, 0.675353417, 0.674259305, 0.666934439, 0.6705936379999999, 0.6783850709999999, 0.659088047, 0.671418359, 0.679985289, 0.662190756, 0.678127285, 0.6653680370000001, 0.6758235719999999, 0.6676627219999999, 0.6712401289999999, 0.673684262, 0.6715587350000001, 0.6735595190000001, 0.6689862, 0.679407469, 0.677090344, 0.6800956759999999, 0.6733261959999999, 0.67159868, 0.667565212, 0.679235059, 0.670267671, 0.676719107, 0.670393665, 0.6614371160000001, 0.674333554, ]
1807	5	[0.502254791, 0.502655174, 0.5023560250000001, 0.505658581, 0.504210088, 0.5060526030000001, 0.504676899, 0.49726863100000007, 0.49456462000000007, 0.5034742050000001, 0.504619613, 0.5057214329999999, 0.500820033, 0.502612608, 0.500256982, 0.506961007, 0.505648383, 0.4998004260000001, 0.509498808, 0.517302925, 0.5012109920000001, 0.501930508, 0.5107947030000001, 0.50821301, 0.50084376, 0.522456706, 0.516892831, 0.505221264, 0.507621973, 0.5037761500000001, 0.503665633, 0.507970838, 0.496570778, 0.49531134900000007, 0.5070072120000001, 0.508398961, 0.504291284, 0.499334219, 0.512161308, 0.500854801, ]
3148	7	[0.6769113279999999, 0.65568041, 0.669596399, 0.663923627, 0.655600679, 0.651541542, 0.6562219530000001, 0.6695760070000001, 0.6799411629999998, 0.66189353, 0.6703419879999999, 0.666130412, 0.6598966829999999, 0.659823173, 0.6565346910000001, 0.6723052249999999, 0.6804864679999999, 0.6617237260000001, 0.668334518, 0.6671885430000001, 0.6746496549999998, 0.6826968559999999, 0.664619366, 0.6596876650000001, 0.667981019, 0.6781112370000001, 0.661320311, 0.659316311, 0.659525312, 0.6847865099999999, 0.663513849, 0.6538028150000001, 0.6641480150000001, 0.665540992, 0.6683985129999999, 0.6665483429999999, 0.661968702, 0.6699490730000001, 0.6672802699999999, 0.6538469500000001, ]
3667	5	[0.6081817599999999, 0.606992617, 0.613683776, 0.615831733, 0.607176013, 0.623092373, 0.599117393, 0.6083295790000001, 0.6123919120000001, 0.59875594, 0.6131860610000001, 0.6114839360000001, 0.615110406, 0.6037991140000001, 0.616206965, 0.592479381, 0.6112961620000001, 0.6228334600000001, 0.609752554, 0.6128205120000001, 0.611689347, 0.6180769930000001, 0.6059181840000001, 0.6147663000000001, 0.6225446920000001, 0.6192676170000001, 0.6206046759999999, 0.595526384, 0.614112945, 0.6043753940000001, 0.607995406, 0.607809915, 0.6221240809999999, 0.5931519890000001, 0.611891923, 0.618305645, 0.607590551, 0.6106260210000001, 0.628463744, 0.60346667, ]
2576	9	[0.6151672290000001, 0.61898096, 0.6166374800000001, 0.626256967, 0.602689516, 0.618949549, 0.613233958, 0.610980882, 0.625609794, 0.622962852, 0.617501131, 0.618492615, 0.6162502140000001, 0.609554727, 0.617507208, 0.6361555730000001, 0.6318625120000001, 0.6184558720000001, 0.632458529, 0.6090934720000001, 0.613296954, 0.604330998, 0.6138493220000001, 0.6098385, 0.615625485, 0.617278716, 0.605899292, 0.6115906010000001, 0.6134686630000001, 0.612716534, 0.62351972, 0.6213511620000001, 0.606913448, 0.6086637880000001, 0.6149437560000002, 0.6261755230000001, 0.629483075, 0.622991074, 0.6205726850000001, 0.6202726650000001, ]
3273	6	[0.6180147140000001, 0.607884666, 0.618910732, 0.6052748730000002, 0.617247177, 0.608767307, 0.6139313610000001, 0.6219499370000001, 0.617963696, 0.6029877720000001, 0.6154190989999999, 0.616948643, 0.619720335, 0.6134125960000001, 0.602274659, 0.6118347040000001, 0.615571455, 0.613027286, 0.619630133, 0.6109543310000001, 0.6071745880000001, 0.605211789, 0.613113584, 0.6259468350000001, 0.617384246, 0.6099663180000001, 0.6053576970000001, 0.6075024470000001, 0.6152830260000001, 0.60592951, 0.623454634, 0.609755091, 0.610892562, 0.605708126, 0.6066296990000001, 0.6105793820000001, 0.609056281, 0.6137869330000001, 0.6070343610000001, 0.6141628619999999, ]
1994	5	[0.4451188940000001, 0.45110297800000004, 0.453789535, 0.44961643999999995, 0.44475409200000005, 0.45809640600000007, 0.44639651700000005, 0.448489733, 0.449574305, 0.443399215, 0.446971736, 0.448781344, 0.44996439, 0.4420132580000001, 0.44831995100000005, 0.45179098100000004, 0.44521222200000005, 0.45289088800000005, 0.45737011600000005, 0.44408230300000007, 0.44367513900000005, 0.44224640000000004, 0.43979143700000006, 0.44887853099999997, 0.450284754, 0.450229054, 0.448286168, 0.451769657, 0.4423114470000001, 0.448212037, 0.44206694600000007, 0.442055937, 0.44723728500000004, 0.4427217460000001, 0.44920190099999996, 0.446569986, 0.4503342530000001, 0.44400621000000007, 0.4470835, 0.443401207, ]
3830	3	[0.557009952, 0.5577410760000001, 0.5623665, 0.564838212, 0.5603444350000001, 0.556202984, 0.552516224, 0.555567524, 0.5590953030000001, 0.5592417110000001, 0.559179117, 0.555164971, 0.56292075, 0.547102396, 0.555302171, 0.555781929, 0.550800048, 0.554727704, 0.553001979, 0.5588386280000001, 0.549904296, 0.560639654, 0.552045574, 0.5475271930000001, 0.545039689, 0.5513577190000001, 0.5558700350000001, 0.5641097290000001, 0.558030408, 0.5632994280000001, 0.555252633, 0.55823574, 0.552823762, 0.569804856, 0.556597711, 0.5672971390000001, 0.555388597, 0.5499069430000001, 0.558549631, 0.546254268, ]
3892	5	[0.519398346, 0.503194302, 0.517863142, 0.5028289420000001, 0.49621663499999996, 0.5034062420000001, 0.50113982, 0.50459399, 0.5145643200000001, 0.507453291, 0.501499879, 0.5159012380000001, 0.5036811550000001, 0.503546997, 0.501328416, 0.515519479, 0.508867289, 0.5078419410000001, 0.507596485, 0.506379743, 0.5076555700000001, 0.5039151740000001, 0.50133805, 0.5041599540000001, 0.5022574879999999, 0.5065339800000002, 0.514058772, 0.499356954, 0.504918339, 0.509101708, 0.518442812, 0.5035326590000001, 0.5049911840000001, 0.4985206130000001, 0.5056060500000001, 0.511049995, 0.5012996789999999, 0.5122998089999999, 0.50566897, 0.505498439, ]
2172	6	[0.6649572300000001, 0.6668981139999999, 0.6752034469999999, 0.6639339900000001, 0.661490692, 0.667739479, 0.664902221, 0.6596645210000001, 0.6635088149999999, 0.6755781569999999, 0.6715852790000001, 0.658095184, 0.665937843, 0.6671185190000001, 0.669606897, 0.6808828950000001, 0.663422955, 0.668305781, 0.658306735, 0.6564149930000001, 0.6706551329999999, 0.675461798, 0.677132882, 0.671037797, 0.6653748750000001, 0.6686304799999999, 0.6517159770000001, 0.6694829499999999, 0.659280818, 0.67134406, 0.6748486619999998, 0.6640645490000001, 0.6706697929999998, 0.65970434, 0.6686422939999999, 0.6695077239999998, 0.660549822, 0.666341614, 0.661802036, 0.684828046, ]
1857	7	[0.49303104500000006, 0.508805195, 0.494916414, 0.494942054, 0.501239389, 0.4961699, 0.502642445, 0.50989477, 0.502851628, 0.506657085, 0.501786976, 0.500095435, 0.49793326700000007, 0.501524337, 0.493844591, 0.500546157, 0.500410928, 0.49570425300000004, 0.49754270400000006, 0.50316458, 0.49913255400000006, 0.509432686, 0.5008416520000001, 0.494872946, 0.5031874500000001, 0.500578653, 0.49817735800000007, 0.5002282490000001, 0.495423441, 0.49617510100000006, 0.49304542999999995, 0.494233836, 0.499152358, 0.5031313230000001, 0.5100552410000001, 0.495532391, 0.5013602669999999, 0.49687619600000005, 0.506527408, 0.4918478360000001, ]
3744	7	[0.5476723530000001, 0.5520729930000001, 0.5615252370000001, 0.5545956740000001, 0.555227513, 0.542569985, 0.555046797, 0.550522003, 0.552138547, 0.5549222930000001, 0.561803201, 0.5554145460000001, 0.547213249, 0.5554972069999999, 0.5553276250000001, 0.5581653520000001, 0.546310908, 0.5566013840000001, 0.560317731, 0.549872189, 0.552907407, 0.571133836, 0.5535803990000001, 0.5477776089999999, 0.554238398, 0.553327393, 0.5488703189999999, 0.5736752610000001, 0.54667796, 0.558215851, 0.557390896, 0.55969802, 0.547884112, 0.544879782, 0.572577277, 0.55198946, 0.5533351040000001, 0.552435749, 0.554982536, 0.555377171, ]
