47-14-61	6	[0.2244668700000001, 0.2242301719999995, 0.2279802339999999, 0.223649247, 0.22931337499999982, 0.2242315920000002, 0.22337673199999974, 0.22513071000000018, 0.22278538100000045, 0.2305868339999999, 0.22985097600000026, 0.22788461300000007, 0.23062750099999985, 0.22355311799999988, 0.2255289199999999, 0.22740939100000013, 0.22761539100000006, 0.2229506179999996, 0.2233452180000004, 0.222025527, 0.22283801300000006, 0.22415519300000009, 0.2270884259999999, 0.22661105999999975, 0.22341317100000024, 0.2329962160000001, 0.221646593, 0.22989709199999986, 0.22661267600000023, 0.23052058600000036, 0.23941053800000045, 0.22591548099999992, 0.22300077000000007, 0.22267037399999978, 0.22524923600000024, 0.22422592800000007, 0.22282660000000032, 0.22170769299999993, 0.22295111099999998, 0.22682277399999995, ]
7-25-102	9	[0.23289934800000012, 0.23165791700000016, 0.2370412850000001, 0.23070496999999968, 0.23307474000000017, 0.230358995, 0.23161118100000033, 0.2374331940000003, 0.23269739600000028, 0.23239191299999984, 0.2286322820000004, 0.231564428, 0.23196084599999978, 0.23295809899999975, 0.23455959300000018, 0.23424805400000004, 0.2312717280000003, 0.23756727899999985, 0.23031936100000028, 0.23310690199999984, 0.2330481080000002, 0.22951990600000016, 0.23062289400000013, 0.24179183300000018, 0.2330753139999997, 0.23056180699999995, 0.23084383399999986, 0.23842133, 0.23056011200000004, 0.22881694999999969, 0.2316224689999995, 0.23298942100000009, 0.22935196300000005, 0.23337922900000008, 0.23834838299999994, 0.23224343199999975, 0.23016741499999993, 0.2316550930000001, 0.23086953799999987, 0.22934498300000028, ]
52-8-64	14	[0.2390683789999999, 0.24160022599999964, 0.23552864899999948, 0.23702510499999985, 0.23184379500000052, 0.2307013569999996, 0.23568137199999972, 0.23692003800000005, 0.23424589799999973, 0.23154035100000003, 0.23788862200000027, 0.23757712799999986, 0.23139334700000003, 0.2377645589999995, 0.23168909799999993, 0.234667843, 0.23829109800000037, 0.2335004069999993, 0.22949329500000015, 0.2343383929999998, 0.2352402619999996, 0.23240546099999992, 0.2366752240000003, 0.24175016800000027, 0.23197921399999988, 0.24020929599999974, 0.23519042800000012, 0.23491994899999957, 0.24571157199999982, 0.23432933200000017, 0.23850020999999977, 0.23717246399999947, 0.24222927699999985, 0.23515275999999963, 0.23454143500000013, 0.2405920720000001, 0.2322076510000004, 0.23694715399999966, 0.23043345400000037, 0.2486413030000003, ]
75-2-84	11	[0.2374117469999999, 0.22922191100000022, 0.23251798500000032, 0.23096737099999975, 0.23129238399999963, 0.23449089700000014, 0.23207878000000015, 0.22968448200000013, 0.22891305100000015, 0.23638754200000012, 0.22654547800000024, 0.2370519240000002, 0.2356614920000002, 0.23467541700000005, 0.23672702199999973, 0.23197488899999996, 0.23004564999999966, 0.2301172819999997, 0.23725766300000029, 0.23389055200000008, 0.22808685200000012, 0.24023894199999996, 0.2299515310000002, 0.23254637800000033, 0.23149130399999995, 0.23087408200000015, 0.2287917380000004, 0.22909726100000016, 0.23163835700000002, 0.24169022699999987, 0.23265793400000012, 0.23799261499999957, 0.23096398100000037, 0.23022338600000003, 0.23030698999999988, 0.23165537999999986, 0.23931235199999978, 0.23163809199999985, 0.23698102, 0.23362122099999993, ]
54-2-5	12	[0.23228016799999995, 0.22951221099999985, 0.230887332, 0.232705803, 0.23477243600000008, 0.23137960999999985, 0.23314211400000007, 0.23332365700000013, 0.2386563490000002, 0.2356985370000002, 0.23320539500000015, 0.2326048140000001, 0.23302860700000005, 0.231576746, 0.23216044800000013, 0.23484064800000004, 0.23093116000000036, 0.2317353689999999, 0.23229505800000005, 0.23177024899999976, 0.23361664500000012, 0.2309162549999999, 0.23350165300000025, 0.23028128800000047, 0.2343969239999999, 0.2329965599999997, 0.2375929929999998, 0.23122555200000017, 0.23290334000000001, 0.23314332300000018, 0.23134667799999997, 0.2316406470000003, 0.235471628, 0.2428351799999997, 0.23039829899999997, 0.23299542200000012, 0.23244772000000014, 0.232012938, 0.23573829700000015, 0.23022477399999985, ]
45-14-57	8	[0.23240145499999976, 0.22537300599999988, 0.22684550100000012, 0.23152308100000019, 0.22683692099999986, 0.2241121149999996, 0.22631428999999992, 0.226902135, 0.22624543100000016, 0.2235471200000001, 0.22302963799999986, 0.22821934900000018, 0.22794443899999983, 0.22803192800000005, 0.22576261399999975, 0.22367315099999985, 0.22691640199999963, 0.23461205899999982, 0.2267961249999999, 0.2252465779999997, 0.2295987290000001, 0.22367899199999997, 0.2232445150000002, 0.22339715800000004, 0.23043917100000044, 0.2253626609999997, 0.22572661699999985, 0.22836108100000008, 0.2295389750000001, 0.2316123160000001, 0.22588732899999986, 0.23127529199999985, 0.22629042899999963, 0.23391552400000037, 0.22389356000000005, 0.22513562500000006, 0.22689974999999984, 0.23506813100000024, 0.23168270199999963, 0.22492460900000033, ]
86-24-72	11	[0.23271826100000004, 0.23638725699999963, 0.23022326300000007, 0.2327531620000003, 0.2394002959999999, 0.23223638700000038, 0.23193936400000048, 0.23354211400000002, 0.23515745, 0.2313237180000005, 0.22941442399999978, 0.23374888400000016, 0.23144213000000002, 0.23648059499999974, 0.2320704619999998, 0.2326423310000001, 0.2331669780000003, 0.23250380299999973, 0.2386032779999998, 0.23609640899999995, 0.23673278999999958, 0.23342609900000033, 0.23457867099999996, 0.2310881079999998, 0.2293552769999998, 0.2311233589999997, 0.2309791889999997, 0.2345016470000001, 0.23303840599999992, 0.2388737820000002, 0.23132005499999986, 0.24195081699999976, 0.23468404099999995, 0.23397337000000018, 0.23075411500000031, 0.23050538599999992, 0.23088504700000012, 0.23542988099999995, 0.23117574900000015, 0.23289581300000028, ]
0-0-112	16	[0.23862752200000026, 0.23368529499999946, 0.23712277699999973, 0.24509350699999954, 0.243131011, 0.2367381919999998, 0.2302472249999994, 0.2386031510000004, 0.24158760800000012, 0.23400527400000026, 0.2394238599999996, 0.24081912199999955, 0.2377095760000003, 0.23452197299999966, 0.2404628919999996, 0.2412981710000004, 0.23722092100000003, 0.23749771200000014, 0.2359526810000001, 0.23845811999999977, 0.23621622700000033, 0.2335957749999995, 0.23593145500000023, 0.23583998900000003, 0.24397054699999998, 0.23594994500000022, 0.23854135799999954, 0.2414405559999997, 0.24392766699999946, 0.23611531799999996, 0.23666234100000016, 0.23570349600000018, 0.24021429400000027, 0.2404577760000004, 0.23630968400000008, 0.2379764579999999, 0.23547564199999993, 0.24290142599999953, 0.23735314799999996, 0.23821453999999953, ]
106-18-57	9	[0.2307557280000001, 0.23584286, 0.23293123799999993, 0.229573464, 0.23008110100000012, 0.23070878599999967, 0.23730486399999995, 0.23397969399999985, 0.2303276059999999, 0.23003631999999996, 0.23070371400000012, 0.23184524799999995, 0.23575341800000027, 0.2275311809999998, 0.23047620899999988, 0.22995356300000003, 0.23615439800000004, 0.23342433500000004, 0.2282714410000004, 0.2263194890000002, 0.2319992150000001, 0.23514081800000008, 0.23500554900000026, 0.23414289399999966, 0.23172680000000012, 0.23071246999999984, 0.23222819699999997, 0.2355478259999999, 0.24111282500000009, 0.23840374399999975, 0.2314671500000003, 0.23136446499999996, 0.2295955030000001, 0.23117157099999996, 0.2408264459999998, 0.23290591700000007, 0.2350943029999999, 0.23000628999999995, 0.23727526600000015, 0.23235937000000018, ]
70-9-94	9	[0.22819565299999978, 0.229990586, 0.23680337600000012, 0.228790649, 0.22886348699999992, 0.23278396199999962, 0.23003278799999993, 0.2323524830000001, 0.2332644639999999, 0.23180967000000008, 0.230850228, 0.23083611300000006, 0.23541123499999994, 0.22873052500000002, 0.22891495500000003, 0.2270611950000001, 0.23310338700000033, 0.2279592500000005, 0.230557943, 0.23124299799999992, 0.2280517529999999, 0.22784410199999972, 0.23528960099999985, 0.23517152500000016, 0.23188816499999998, 0.23640514200000018, 0.23101609499999975, 0.229204717, 0.22843496799999974, 0.22814560700000008, 0.22729167500000003, 0.23517554000000018, 0.23376882300000013, 0.23585529999999988, 0.23106285699999995, 0.23276961799999984, 0.2315658639999998, 0.22795603899999994, 0.2343509140000002, 0.23788043799999992, ]
41-12-2	13	[0.23263898100000002, 0.2328622720000002, 0.22956333200000012, 0.23076334199999993, 0.23436163700000012, 0.2328486980000002, 0.23335850000000002, 0.2370903310000001, 0.23142856400000023, 0.2298764310000001, 0.23237244599999984, 0.23201587199999985, 0.23295920599999986, 0.2303221419999999, 0.23000501599999978, 0.23170908700000004, 0.23089978400000044, 0.2383267149999999, 0.23443318300000016, 0.2259931289999999, 0.23348156999999992, 0.23171226599999972, 0.2264640499999997, 0.24053910399999978, 0.23939529099999968, 0.2394055260000001, 0.23232466099999982, 0.23057295700000013, 0.23144150800000007, 0.23091293600000018, 0.22926952499999986, 0.22920215700000002, 0.23258079200000026, 0.23214763500000002, 0.23576165299999996, 0.23311259600000023, 0.24352972500000014, 0.2304013519999999, 0.2329904220000003, 0.23134456699999983, ]
98-21-73	10	[0.23174139400000016, 0.23616286200000047, 0.2430615770000002, 0.23696605700000006, 0.23277686899999983, 0.23331657399999983, 0.2362987310000002, 0.23332261799999987, 0.24183760799999998, 0.23526129799999973, 0.23707611800000006, 0.23573961899999984, 0.2371526880000001, 0.23228304499999997, 0.23613379699999992, 0.2330614820000001, 0.23649238399999994, 0.23319486900000008, 0.23598611699999994, 0.23400718600000037, 0.23700867400000014, 0.24182421899999973, 0.23033238500000008, 0.23516924999999977, 0.23298191599999996, 0.23891783200000027, 0.2361644570000001, 0.23551891100000022, 0.23974828800000036, 0.23320492699999962, 0.23377313200000005, 0.23451440899999998, 0.23743149900000038, 0.2397198180000002, 0.23784492600000018, 0.23783721799999968, 0.2321436809999997, 0.23369578199999985, 0.2405784599999996, 0.23599068, ]
116-8-38	11	[0.23186555500000017, 0.23320670499999974, 0.23107834899999968, 0.22990350300000006, 0.23642256800000006, 0.23430368000000001, 0.23333676800000003, 0.23249230800000031, 0.23017552899999982, 0.23367874000000022, 0.23481704300000006, 0.23455820800000016, 0.23429831600000028, 0.22987411200000007, 0.2311567459999999, 0.2376399899999999, 0.22947681000000042, 0.23297072200000013, 0.2341407219999998, 0.23309966999999965, 0.2313204729999998, 0.23119808600000002, 0.23247194399999982, 0.23155245599999974, 0.23174622300000003, 0.24012221100000009, 0.2319880350000001, 0.23169297400000044, 0.23065423699999998, 0.23876004099999992, 0.2294546190000002, 0.23354250399999987, 0.23439575999999995, 0.2380302999999997, 0.23735823999999983, 0.2328036870000001, 0.2317320249999999, 0.23161836700000027, 0.2334495200000002, 0.23542732700000002, ]
3-24-51	11	[0.2418520169999998, 0.23703392099999965, 0.2355644330000004, 0.234614471, 0.2362124790000002, 0.2373434200000002, 0.23580558799999984, 0.23588853699999968, 0.23956571000000038, 0.23517844399999976, 0.23724767400000024, 0.23353170099999998, 0.23768601500000042, 0.23558342399999965, 0.2323146869999997, 0.2336844840000003, 0.23905379699999996, 0.23693491999999994, 0.23697817999999993, 0.23636654000000012, 0.23684436799999986, 0.23341997800000014, 0.23597554500000006, 0.24269636500000047, 0.2362475039999996, 0.2358290369999998, 0.23422350699999983, 0.23511360100000012, 0.2370571130000001, 0.23939986699999993, 0.2367049729999997, 0.23509730899999992, 0.23602781700000008, 0.23957505600000006, 0.24517814799999993, 0.24303102100000018, 0.2349348360000003, 0.2346601490000002, 0.23524559499999986, 0.2378045929999999, ]
7-11-49	10	[0.23704039500000018, 0.2344613419999999, 0.23632135499999984, 0.23341974300000023, 0.2364793249999999, 0.23130395700000017, 0.23459474700000005, 0.23376046199999978, 0.23564148800000018, 0.23313861099999977, 0.22995462300000025, 0.23015518299999993, 0.243242328, 0.23335391700000052, 0.2351395949999997, 0.23596542300000012, 0.2323594, 0.23636638799999998, 0.24258834500000015, 0.23594228900000003, 0.23154125100000034, 0.23745870499999988, 0.23635329900000013, 0.23172988399999994, 0.23097902800000014, 0.23138062700000006, 0.23119007800000002, 0.23326192499999987, 0.23216987600000039, 0.23446845299999985, 0.23434755699999998, 0.23302307899999963, 0.2340611400000001, 0.23498932799999972, 0.23476524900000006, 0.2311669740000002, 0.2342903249999999, 0.23309526800000002, 0.23495307700000012, 0.22970760000000023, ]
28-30-31	7	[0.22788099199999978, 0.2235321370000003, 0.23161019299999985, 0.22021186400000037, 0.22360589200000014, 0.2288926240000002, 0.22511318099999977, 0.22287151900000035, 0.22612939500000007, 0.22729585899999982, 0.21950927899999995, 0.2222300119999998, 0.22156813500000005, 0.22398060399999986, 0.2242768260000001, 0.22398310200000004, 0.22591938500000008, 0.2223665370000001, 0.22324367200000017, 0.2209677069999998, 0.22240108600000008, 0.22711684499999985, 0.221515664, 0.22524538700000019, 0.22622918699999994, 0.22387094400000018, 0.22412700600000024, 0.2239723920000003, 0.22700972099999994, 0.22487778299999972, 0.22775512800000008, 0.22553001499999992, 0.22518509399999997, 0.22092703499999988, 0.22141877700000023, 0.2228058289999999, 0.21951177200000016, 0.22697448300000023, 0.22301819700000003, 0.22184289499999998, ]
31-6-86	8	[0.2234152500000004, 0.22222051600000015, 0.22509870900000006, 0.2257912430000002, 0.229370501, 0.22396990400000005, 0.22676781400000046, 0.2280558290000001, 0.22429962000000003, 0.22356695299999974, 0.2263444200000002, 0.22358098500000034, 0.23095888200000037, 0.22490765700000015, 0.2289640770000001, 0.22403258199999998, 0.22446898199999987, 0.22346735399999984, 0.23192713500000028, 0.22712835399999998, 0.22148594700000013, 0.22458857599999993, 0.2264275630000001, 0.22316080199999977, 0.22349870500000035, 0.22499666100000004, 0.22541851700000004, 0.22646222299999996, 0.22432928100000016, 0.2236081809999999, 0.224984917, 0.22322031900000017, 0.22813095900000002, 0.22516868899999976, 0.22524234000000032, 0.22604220199999991, 0.22052118499999995, 0.22381515300000032, 0.22286827200000037, 0.22423191500000028, ]
78-28-27	8	[0.22324570799999988, 0.22649397800000015, 0.2223954720000001, 0.22539320799999985, 0.22501854199999993, 0.2229655020000001, 0.22531867699999975, 0.22406654599999998, 0.23147652799999996, 0.2295906940000001, 0.22716995299999976, 0.221548442, 0.2266573740000002, 0.2319182780000002, 0.22530106500000002, 0.23195000099999996, 0.22472516600000025, 0.22377629700000012, 0.2296800649999997, 0.23125480200000004, 0.22773036599999985, 0.2254725660000001, 0.22624140799999992, 0.22720524200000014, 0.22624637099999978, 0.22697378499999976, 0.22595000600000015, 0.2288773100000001, 0.22471817799999982, 0.22812427999999985, 0.22697011099999997, 0.2258220139999998, 0.229011195, 0.22682106800000001, 0.22617598900000013, 0.22363282799999995, 0.228893405, 0.22678481900000014, 0.22740619499999992, 0.22473169400000037, ]
98-30-44	9	[0.23600933199999963, 0.23138331300000026, 0.23211434199999958, 0.23152630299999988, 0.23536574599999982, 0.23404114600000003, 0.22985482599999996, 0.2321563659999999, 0.23036331499999996, 0.22987642000000008, 0.23064504399999963, 0.2325360790000004, 0.2319641889999997, 0.2380740760000002, 0.23138017999999994, 0.23200442499999996, 0.23614318, 0.23583054699999995, 0.23043184500000002, 0.23096005199999992, 0.24080745000000014, 0.2389810240000001, 0.23043119600000006, 0.232668855, 0.23754515300000012, 0.23834255500000046, 0.23075086500000008, 0.22931892599999992, 0.23835431799999984, 0.23030625199999966, 0.2301590779999998, 0.23425740799999994, 0.23261442100000007, 0.23400648700000026, 0.23490670300000005, 0.23686905000000014, 0.2344206820000001, 0.2300150959999998, 0.2332352000000002, 0.23053949499999993, ]
57-26-32	11	[0.2360353919999998, 0.23764325899999994, 0.23235052099999987, 0.23038700800000012, 0.23535318900000002, 0.2314357079999998, 0.22832518400000001, 0.2349874700000001, 0.23400759400000037, 0.230900106, 0.23365646500000015, 0.23271904199999982, 0.23428109000000008, 0.2364819549999999, 0.23360224100000027, 0.2367165, 0.23919648399999982, 0.24059629599999965, 0.23127697599999975, 0.23265318999999973, 0.23077915799999982, 0.2360378380000001, 0.23624803399999994, 0.23228519400000014, 0.23747343199999982, 0.234176728, 0.233180108, 0.23776277499999976, 0.23053994100000041, 0.2365936660000001, 0.23137327399999963, 0.22902974200000026, 0.23163602500000025, 0.23983966800000012, 0.23560003500000004, 0.24134484200000017, 0.23416918399999975, 0.23513484400000007, 0.22854967199999976, 0.23520188399999986, ]
112-13-123	7	[0.24038135300000008, 0.2327805180000002, 0.2355792459999999, 0.23308608000000008, 0.2336353090000003, 0.23283582500000044, 0.23415688899999987, 0.23089356600000022, 0.23572865600000004, 0.23056728800000004, 0.23707759400000006, 0.23230076800000043, 0.2320502040000001, 0.2289782439999999, 0.2423843539999999, 0.24180005500000012, 0.23522455099999995, 0.22957479300000028, 0.22818866899999968, 0.23412820499999976, 0.2317019359999999, 0.23378042999999993, 0.23382755, 0.2343757540000002, 0.23275174599999993, 0.23548119599999984, 0.23076925300000006, 0.23353682899999972, 0.23628147599999982, 0.23380663400000046, 0.23149152100000014, 0.23141792100000025, 0.23603677600000017, 0.24122918599999998, 0.23105814600000008, 0.2402922919999999, 0.23366582699999983, 0.23647791000000007, 0.23210944700000002, 0.23591013400000005, ]
