86-15-74	8	[0.23647925999999986, 0.22818171099999995, 0.22867738500000012, 0.23169207000000025, 0.22756324099999992, 0.23445374099999983, 0.22871645600000035, 0.23924599700000027, 0.23928190100000002, 0.23299676500000022, 0.2565690970000003, 0.228885161, 0.22837910699999986, 0.2319695890000002, 0.22379307500000012, 0.2275281360000001, 0.23547964999999982, 0.23079796900000016, 0.2360558300000002, 0.23347407700000034, 0.230902124, 0.23243110300000014, 0.23165930999999995, 0.22684952999999997, 0.228177423, 0.22859655499999976, 0.22989409000000016, 0.2298754719999998, 0.23071927299999961, 0.23473932099999972, 0.23291541800000015, 0.22743644399999985, 0.23102470800000008, 0.228832551, 0.23828159200000032, 0.22913236900000022, 0.23124615800000026, 0.22954065700000026, 0.23007592399999988, 0.22871931199999995, ]
15-14-25	9	[0.22360674299999994, 0.22660975799999994, 0.22672788700000002, 0.22295560100000023, 0.23685291899999994, 0.23187089699999985, 0.23012475899999973, 0.22863258700000033, 0.23062200399999977, 0.225249888, 0.2245451070000004, 0.2269093660000001, 0.2316977819999999, 0.22832450900000012, 0.22774067499999973, 0.22865191799999973, 0.23053964900000024, 0.22647745599999958, 0.22732335699999995, 0.22814054799999983, 0.22393394099999986, 0.2279497359999998, 0.2348113500000002, 0.22588797699999974, 0.22277844700000005, 0.22876498199999995, 0.2275204340000001, 0.22604713700000012, 0.22559641799999985, 0.22958005999999997, 0.22888424099999982, 0.22347565400000002, 0.22916172200000018, 0.23251656199999982, 0.22662991700000035, 0.22709413599999984, 0.2271942250000003, 0.22714656499999997, 0.2296361250000003, 0.22658537, ]
4-18-80	14	[0.2336812020000001, 0.24009594599999984, 0.2315222600000002, 0.23202281700000027, 0.23377823000000042, 0.2368301399999999, 0.23350495599999999, 0.23148575499999957, 0.23535047900000006, 0.2320917299999996, 0.24190500099999968, 0.2329832629999995, 0.2317205050000002, 0.23191228299999977, 0.2321390670000003, 0.233093958, 0.2337053280000001, 0.2323949299999999, 0.2335429729999996, 0.23128649400000034, 0.23004684499999994, 0.235301867, 0.23550698000000025, 0.23059181799999973, 0.23111304499999985, 0.2291984410000003, 0.23226507799999974, 0.23605833700000023, 0.23020424400000028, 0.2337281779999998, 0.23345291, 0.23800801199999988, 0.23800797800000018, 0.24349750999999964, 0.23948395099999997, 0.23349927800000003, 0.23572966500000003, 0.23165846999999973, 0.23485622600000022, 0.23363801599999956, ]
1-1-122	12	[0.2337156949999999, 0.23178252599999993, 0.24067034599999992, 0.23624429800000035, 0.2359750009999999, 0.23522304599999977, 0.23187889199999967, 0.2423848470000003, 0.23678123800000028, 0.2335447020000001, 0.238956983, 0.23479185699999983, 0.23392931799999994, 0.234815856, 0.23458176500000016, 0.23369288999999993, 0.23484041300000014, 0.2347345999999999, 0.24486042799999996, 0.23381284100000022, 0.2477139909999999, 0.23378062099999974, 0.23467468599999997, 0.23706282300000048, 0.23515211000000003, 0.23122558800000004, 0.23248678400000022, 0.241273992, 0.23622308400000014, 0.23572483799999988, 0.2381975970000001, 0.23230030200000007, 0.2342932160000002, 0.233169642, 0.24293465700000016, 0.23532249000000016, 0.24340953799999987, 0.23836307900000042, 0.23655934499999987, 0.2408885230000002, ]
41-2-124	10	[0.23093038199999993, 0.22465865800000007, 0.22831741599999988, 0.23597298299999991, 0.22936388500000016, 0.22994357199999982, 0.22649279800000022, 0.22596425700000022, 0.2284748750000003, 0.2349030430000001, 0.23823384500000033, 0.23411159599999998, 0.23484284199999994, 0.22615548799999985, 0.22603121899999978, 0.23562539000000005, 0.23373567900000003, 0.2289614999999996, 0.2339280170000002, 0.22968557499999998, 0.22662100699999987, 0.2342193210000003, 0.2345369530000001, 0.23684678399999992, 0.2350900359999999, 0.22803386000000003, 0.2409253549999999, 0.22959762099999992, 0.22995383999999985, 0.23637898899999987, 0.22980723999999997, 0.2289546109999998, 0.2290561809999998, 0.22977143, 0.23123915499999992, 0.23585784999999992, 0.2308539399999998, 0.23137590400000008, 0.23325615900000018, 0.2307626100000002, ]
127-11-55	4	[0.22472687400000035, 0.22500607800000028, 0.22565379499999993, 0.23314225300000002, 0.22619936200000001, 0.22624496400000016, 0.2247518369999999, 0.22419721599999987, 0.22479545300000003, 0.22767895700000018, 0.22896884699999998, 0.22738049699999996, 0.23030306899999964, 0.22558047100000023, 0.22832190899999993, 0.2322132899999998, 0.22658279199999987, 0.24945621200000012, 0.22817639499999975, 0.22627935, 0.22720137500000037, 0.2305829039999998, 0.23294861199999994, 0.23131997999999987, 0.2269437649999997, 0.22355069000000016, 0.22607319699999984, 0.22917306999999987, 0.22671528799999985, 0.22755091599999977, 0.22565240899999983, 0.23034320899999994, 0.2276744719999999, 0.22605007200000005, 0.22569771399999983, 0.22439620000000016, 0.22465317600000034, 0.22461219599999982, 0.23258909300000008, 0.23462423200000027, ]
15-13-98	9	[0.2292773640000001, 0.2305042460000002, 0.23310565400000005, 0.22767134799999988, 0.22756116199999976, 0.23082904100000023, 0.23309339899999948, 0.22745956999999972, 0.23255269300000014, 0.23192956199999992, 0.22780966099999977, 0.22811888099999988, 0.22843482000000037, 0.2294820350000002, 0.23022859800000006, 0.2314043560000001, 0.22778947400000016, 0.22802613999999988, 0.22745810900000007, 0.22756309099999994, 0.23196984199999982, 0.2299725760000002, 0.23121660300000002, 0.22733720899999987, 0.22919161099999963, 0.22682154100000007, 0.23186549200000028, 0.22700912100000004, 0.2318423479999998, 0.23058872899999994, 0.22386167400000012, 0.22727824799999974, 0.22882483600000025, 0.223284359, 0.2314466529999999, 0.22926294599999997, 0.22626403699999997, 0.22779503100000031, 0.23235550799999993, 0.23195150600000014, ]
46-13-89	8	[0.22825342500000012, 0.22472410899999984, 0.228157253, 0.22587842499999988, 0.23066793799999985, 0.2329310859999998, 0.22922790199999987, 0.22489322600000028, 0.2238481160000001, 0.2260480760000001, 0.22743604899999958, 0.22946383800000003, 0.23751524400000035, 0.23475764099999985, 0.22960214700000003, 0.23029517199999994, 0.22946407999999963, 0.23210599200000015, 0.2302456580000003, 0.22754061499999967, 0.23243653200000036, 0.232729301, 0.23029156700000009, 0.2357530240000001, 0.22469935399999974, 0.22756242700000007, 0.2266671269999998, 0.24497255299999976, 0.22966133200000005, 0.22543627700000002, 0.22551005200000018, 0.22645927599999993, 0.229660172, 0.23075452300000032, 0.22803236800000004, 0.2263397949999999, 0.23053405299999996, 0.22673030500000024, 0.23024699700000006, 0.23112297400000026, ]
65-14-99	10	[0.2344348540000003, 0.2341629649999999, 0.23262358800000005, 0.23583878499999988, 0.23569207800000003, 0.2340114520000003, 0.235358599, 0.23000489600000007, 0.23172292999999966, 0.23902622900000026, 0.2334000810000001, 0.2344986600000003, 0.23382401500000016, 0.23482891699999975, 0.2303686410000001, 0.23609378499999956, 0.24062685700000008, 0.23378695999999977, 0.2323399180000001, 0.24069317299999993, 0.234220573, 0.24124881399999998, 0.23296402300000008, 0.2463924689999999, 0.2317157970000001, 0.2615006949999996, 0.23422406999999978, 0.23272177900000024, 0.23406454999999982, 0.23064569300000004, 0.23213809900000015, 0.23505297300000016, 0.23057633499999985, 0.23917668900000022, 0.24060893199999978, 0.23949083500000024, 0.2362290300000005, 0.23598842200000014, 0.24071148499999984, 0.23175577200000008, ]
115-22-2	10	[0.2372993029999999, 0.23692301700000007, 0.23714865800000018, 0.23175280900000006, 0.2353966139999999, 0.23480186499999967, 0.24032992800000041, 0.23537998300000007, 0.2332677830000005, 0.23368779699999997, 0.23872576999999984, 0.23368834700000019, 0.23191770400000022, 0.23472760900000011, 0.23263342600000003, 0.23384978399999978, 0.2368940369999999, 0.23558995399999993, 0.23467535500000025, 0.23263618699999977, 0.23516372899999993, 0.23509546099999978, 0.2318300729999998, 0.23431151800000016, 0.24121723299999998, 0.23464073000000019, 0.23709910700000014, 0.23255273500000007, 0.23788506999999992, 0.23673532400000008, 0.233925889, 0.2371169860000002, 0.237704908, 0.2379651970000003, 0.23375745400000003, 0.23568812099999992, 0.23746290799999947, 0.23331786399999999, 0.23157649299999994, 0.23336246800000016, ]
